Name	Description	p-value	q-value	pheontype	genes
 KEGG:04146	Peroxisome	1.96e-09	1.96e-09	1	DAO,SOD2,HAO2,HMGCL,SOD1,HMGCLL1,DHRS4,IDH2,AMACR,HAO1,EHHADH,SCP2,EPHX2,BAAT,SLC27A2,ACSL1,XDH,ACOX2,AGXT,PXMP2,PIPOX,ACSL5,CROT,ACAA1,ACSL4,ECH1,PHYH,PECR,PRDX1,ABCD3,ABCD4,CAT,HSD17B4,IDH1,NUDT7,ACOX1,PEX2,PEX11A,GSTK1,DECR2
 KEGG:00010	Glycolysis / Gluconeogenesis	3.29e-10	3.29e-10	1	PCK2,LDHB,AKR1A1,PCK1,ALDOB,PKLR,GALM,ALDH7A1,ALDH3B1,PGM1,GCK,ALDH2,FBP2,G6PC,ALDH3B2,ALDH1B1,ALDH9A1,FBP1,ADH6,ALDH1A3,ADH1A,ADH1B,ADH4,ADH1C,PKM2,ENO1,PGK1,ENO3,ALDOC,TPI1,ENO2,LDHA,PFKL,PFKM,HKDC1,HK2,PGM2,PGK2,PGAM1,PGAM4
 KEGG:00040	Pentose and glucuronate interconversions	1.24e-24	1.24e-24	1	AKR1A1,KL,UGT2A3,CRYL1,UGT1A9,UGT1A8,UGT1A7,XYLB,UGT2B10,ALDH2,UGT2B28,ALDH1B1,SORD,UGT2B4,UGT1A6,DCXR,UGP2,GUSB,UGT2B7,UGT2A1,UGT2B15,UGT2B17,UGT2B11,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT2A2,ALDH1B1,UGT1A6,UGT1A5,UGT1A1,UGT1A3,UGT1A4
 REAC:71291	Metabolism of amino acids and derivatives	6.89e-28	6.89e-28	1	ACAT1,BCKDHB,DAO,AGXT2,AGMAT,KMO,ALDH6A1,AMD1,BBOX1,MCCC2,DDC,BHMT2,CNDP2,SUOX,AMT,ACAD8,ACMSD,ALDH4A1,ALDH7A1,GATM,HIBCH,BCKDHA,AASS,OTC,HAO1,SLC25A15,FAH,GCDH,AADAT,SLC6A12,HGD,CTH,GOT1,SLC25A2,GNMT,ASL,IVD,ASS1,GLS2,GRHPR,TPH2,AMDHD1,ALDH9A1,BHMT,MAT1A,HPD,UROC1,CBS,FTCD,HAAO,ASPG,PCBD1,NNMT,GPT,PAH,AGXT,SHMT1,GLDC,PIPOX,PSTK,DHTKD1,SLC25A10,AFMID,TAT,ALDH18A1,ASNS,MCCC1,RPS5,RPL3,RPL28,RPL19,RPL34,RPL23,RPL36,SCLY,LARS,EPRS,RPS6,DBT,RPS27A,RPS3A,RPL37,APIP,RPL30,RPL8,GPT2,QARS,RPL35A,PYCR1,RPL37A,RPS29,IYD,CPS1,RPL26L1,RPL18,HAL,RPL6,PHGDH,GCAT,AHCY,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,ARG1,RPL21,RPL5,RPS10,TST,CDO1,GAMT,RPL27,RPL35,RPS24,GCSH,RPS2,RPS11,RPL11,RPS8,PSPH,RPL10,RPL7,RPL7A,GLUD1,RPS3,HNMT,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,OAZ2,ADI1,RPS17,GLUD2,ACADSB,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,KMO,RPS10,PSMB2,RPS4Y1,CGA,RPL13A,RPL9,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,TAT,RPS18,RPL17,PSMB1,RPS20,PSMA4,OAT,PSMD8,MTAP,PSMC6,PSMA3,PSMA6,PSMA7,SMS,PSMD7,SLC5A5,PSMA2,PSMD14,SRM,EEF1E1,PSMB2,PSMA1,RPS4Y1,PSME3,RPS15A,CCBL2,PSMB6,PSMA8,PSMB4,PSMD6,AIMP1,PSMC3,RPL4,RPS23,RPL10A
 REAC:3299685	Detoxification of Reactive Oxygen Species	0.000786	0.000786	1	SOD2,SOD1,GPX6,GPX3,GPX5,PRDX1,PRDX6,CAT,TXN,PRDX2,ATOX1,P4HB,GSTP1,TXN2,GPX7,PRDX5,GPX8,NUDT2
 REAC:425407	SLC-mediated transmembrane transport	6.97e-07	6.97e-07	1	SLC13A2,SLC12A3,SLC12A1,SLC5A4,SLC2A9,SLC22A2,SLC16A7,PDZD11,SLC3A1,SLC5A2,SLC22A8,SLC28A1,SLCO4C1,SLC6A19,SLC47A2,SLC36A2,SLC4A5,SLC22A4,SLC22A5,SLC22A12,SLC22A6,SLC34A3,SLC5A8,SLC7A2,GCKR,SLC39A14,GCK,SLC11A2,SLC6A12,SLCO1B3,SLC35A3,G6PC,SLC14A2,SLC38A2,SLC31A1,SLC22A7,SLC37A4,SLC44A5,SLC5A6,SLC13A5,SLC22A1,SLC35C1,SLC25A10,SLC2A10,SLC6A13,SLC4A7,SLC6A15,SLC24A1,SLC1A3,SLC7A8,SLC16A8,SLCO4A1,SLC32A1,SLC6A2,SLC1A6,SLC38A1,SLC4A3,SLC2A1,SLC6A6,SLC6A11,SLC6A3,SLC2A12,HK2,SLC15A2,BSG,SLC6A9,SLC13A2,SLC7A9,SLC9A3,SRI,SLC15A1,HEPH,SLC5A1,SLC5A4,SLC35D1,SLC5A9,SLC5A6,SLC3A1,SLC39A5,G6PC3,SLC1A7,ALB,SLC6A20,SLC43A2,SLCO4C1,SLC6A19,SLC26A9,LCN15,SLC4A5,SLC44A4
 REAC:425366	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	5.14e-06	5.14e-06	1	SLC13A2,SLC5A4,SLC2A9,SLC22A2,SLC16A7,SLC5A2,SLC22A8,SLC6A19,SLC47A2,SLC22A4,SLC22A5,SLC22A12,SLC22A6,SLC39A14,SLC11A2,SLC6A12,SLC14A2,SLC31A1,SLC22A7,SLC44A5,SLC13A5,SLC22A1,SLC2A10,SLC6A13,SLC6A15,SLC16A8,SLC6A2,SLC2A1,SLC6A6,SLC6A11,SLC6A3,SLC2A12,BSG,SLC6A9
 REAC:156580	Phase II conjugation	3.15e-15	3.15e-15	1	ACSM2B,GGT1,AKR1A1,CNDP2,GGT2,TPMT,GLYAT,GLYATL2,GLYATL1,ACSM2A,SULT1C2,ACSM4,UGT1A9,UGT1A8,UGT1A7,MGST1,SULT2A1,UGT2B10,UGT2B28,CYP1A2,MAT1A,UGT2B4,NNMT,ACSM1,UGT1A6,UGP2,UGT2B7,UGT2A1,OPLAH,ACSM5,UGT2B15,UGT2B17,UGT2B11,UGT1A5,UGT1A1,UGT1A3,UGT1A4,UGT2A2,GGCT,MAT2B,GSTP1,GSTT2,GSTT2B,ESD,ABHD10,GSTA3,GSTA5,GSTA1,GSTA2
 REAC:2022377	Metabolism of Angiotensinogen to Angiotensins	5.74e-05	5.74e-05	1	ENPEP,ACE,ANPEP,MME,CMA1,CTSG,CPA3,ACE2,AGT,ENPEP,CPB1,ACE,ANPEP,MME
 GO:0046700	heterocycle catabolic process	4.06e-21	4.06e-21	1	MLXIPL,UPB1,GCK,AADAT,AOX1,AMDHD1,DPYS,XDH,UROC1,FTCD,HAAO,FBP1,AFMID,ENTPD5,UGT1A1,UGT1A4,CYP2A6,RPL26L1,RPL18,HAL,RPL6,BLVRB,HMOX1,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,CAT,RPL21,RPL5,RPS10,DUT,RPL27,MUTYH,RPL35,RPS24,NUDT7,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,HNMT,PDE3B,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,BLVRB,RPL24,KMO,RPS10,RPS4Y1,LIN28A,CNOT6L,RPL13A,RPL9,RPL27A,TET2,RPL15,LSM1,RPLP2,LIN28B,RPL14,ENPP1,RPL12,RPS4X,PNP,RPS18,RPL17
 GO:0044270	cellular nitrogen compound catabolic process	1.21e-23	1.21e-23	1	MLXIPL,UPB1,CYP2D6,GCK,AADAT,MPST,AOX1,AMDHD1,DPYS,XDH,UROC1,FTCD,HAAO,FBP1,AFMID,ENTPD5,UGT1A1,UGT1A4,RPL26L1,RPL18,HAL,RPL6,BLVRB,HMOX1,RPS16,RPS19,RPL18A,CYP3A5,RPS13,RPL24,RPS15,RPS25,CAT,RPL21,RPL5,RPS10,TST,DUT,RPL27,MUTYH,RPL35,RPS24,NUDT7,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,HNMT,PDE3B,CYP3A4,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,BLVRB,RPL24,KMO,RPS10,RPS4Y1,LIN28A,CNOT6L,RPL13A,RPL9,RPL27A,TET2,RPL15,LSM1,RPLP2,LIN28B,RPL14,ENPP1,RPL12,RPS4X,PNP,RPS18,RPL17
 GO:1901361	organic cyclic compound catabolic process	3.04e-21	3.04e-21	1	MLXIPL,HSD17B6,MAOB,UPB1,FAH,GCK,AADAT,HGD,EPHX2,AKR1D1,AOX1,AMDHD1,CYP1A2,DPYS,UGT2B4,HPD,XDH,UROC1,FTCD,HAAO,FBP1,PCBD1,PAH,AFMID,ENTPD5,TAT,UGT1A1,UGT1A4,CYP2A6,RPL26L1,RPL18,HAL,RPL6,BLVRB,HMOX1,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,CAT,RPL21,RPL5,RPS10,DUT,RPL27,MUTYH,RPL35,RPS24,NUDT7,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,HNMT,PDE3B,CYP3A4,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,HSD17B11,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,BLVRB,STS,RPL24,KMO,RPS10,RPS4Y1,LIN28A,CNOT6L,RPL13A,RPL9,RPL27A,TET2,RPL15,LSM1,RPLP2,LIN28B,RPL14,MAOA,ENPP1,RPL12,RPS4X,TAT,PNP,RPS18,RPL17
 GO:0010817	regulation of hormone levels	9.21e-07	9.21e-07	1	HSD17B6,CTSZ,TFR2,GCK,SCP2,ALDH8A1,AKR1D1,ALDH1A2,ANO1,ALDH9A1,UGT2B4,UGT2B7,ALDH1A3,BCO2,ADH4,AKR1C4,UGT2B11,TNF,UGT1A1,UGT1A3,NOS2,GAL,C1QTNF3,LTBP4,PCSK5,HNF4A,LHB,CGB,STC2,GCG,GHRH,SCPEP1,ACE2,HNF1A,CGA,AGT,NOV,ENPEP,SLC22A9,GHRL,GIP,ACE,GDF9,ANPEP,KLK6,EIF2AK3,STARD5,SULT1B1,CGB5,CGB7,MME,CGB8,SLC25A5,NOS2,TFAP2B,AKR1B1,CYP26A1,HNF4A,LHB,CGB,HSD17B1,GPLD1,SLC2A1,INHBA,SPCS3,ANXA1,CGA,CYP19A1,RAB1A,SEC11A,SRD5A1,CRH,FGG,FGA,FGB,RAB11B,CGB5,CGB7,HSD3B1,HSD3B2,CGB8
 GO:0019439	aromatic compound catabolic process	9.22e-21	9.22e-21	1	PON1,MLXIPL,MAOB,UPB1,FAH,PON3,GCK,AADAT,HGD,EPHX2,AOX1,AMDHD1,DPYS,HPD,XDH,UROC1,FTCD,HAAO,FBP1,PCBD1,PAH,AFMID,ENTPD5,TAT,UGT1A1,UGT1A4,CYP2A6,RPL26L1,RPL18,HAL,RPL6,BLVRB,HMOX1,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,RPS25,CAT,RPL21,RPL5,RPS10,DUT,RPL27,MUTYH,RPL35,RPS24,NUDT7,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,HNMT,PDE3B,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,BLVRB,RPL24,KMO,RPS10,RPS4Y1,LIN28A,CNOT6L,RPL13A,RPL9,RPL27A,RPL15,LSM1,RPLP2,LIN28B,RPL14,MAOA,ENPP1,RPL12,RPS4X,TAT,PNP,RPS18,RPL17
 KEGG:00860	Porphyrin and chlorophyll metabolism	9.44e-14	9.44e-14	1	UGT2B10,UGT2B28,UGT2B4,UGT1A6,GUSB,UGT2B7,UGT2A1,UGT2B15,UGT2B17,UGT2B11,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT2A2,UGT1A6,UGT1A5,UGT1A1,UGT1A3,UGT1A4,FECH,CPOX,BLVRB,HMOX1,UROD,PPOX,UROS,HMBS
 GO:0045321	leukocyte activation	5.47e-05	5.47e-05	1	SLC11A1,ICAM1,BPI,STX4,CAV1,SFTPD,ANXA3,CD8A,TNFSF13,C1ORF177,CHD7,AZU1,LAMP1,HLA-DRB1,CD55,HLA-DQA1,CD47,HLA-DRB5,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DQB2,HLA-DQA2,HLA-DMB,FGR,SLC11A1,CASP8,PYCARD,BST1,CD86,VAMP8,CCR2,CD93,LILRB2,SNX27,ADAM8,SAMSN1,CD1D,ICOSLG,AMICA1,NLRP3,S100A12,PRKCD,ZNF3,CD300A,ADAM9,LGALS9,CEBPB,AZU1,TLR1,CXCR2,FES,JAG2,AIF1,LST1,NFAM1,FGR,CD38,ITGAL,CDC42,LAT2,NFATC2,CORO1A,SELPLG,ZAP70,CD2,CD244,PREX1,TNFSF14,RIPK3,LILRB2,PTPN22,LCP1,IL18,FCER1G,SLAMF6,S100A12,TMIGD2,CD300A,FADD,PIK3CD,CD8B,CD7,ZFPM1,PRF1,CXCR2,JAG2,SH2D1B,CD247,HLA-G,CCL5
 GO:0034330	cell junction organization	0.000113	0.000113	1	LAMA3,LAMC2,CLDN18,CAV1,HRG,LAMA5,LAMC1,ACE,CDH5,CLDN5,LAMB3,S100A10,OCLN,MYO1C,MYOC,VCL,CDH1,EPHA3,LAMA3,LAMC2,COL17A1,MPP5,FERMT2,SLC9A1,SORBS1,TLN1,PVRL4,PHLDB2,ITGB1,PTPRK,LIMS1,KRT5,LAMB3,S100A10,FERMT2,CDH17,SORBS1,FLNC,LAMC1,TLN1,CD151,KRT5,FLNA,CD9,EPB41L3,CNTNAP1,CDH15,ITGB4,GJA1,PRKCA,CADM3,GJB2,GJB1,CD151,PLEC,PIP5K1C,APOD,S100A10
 GO:0034329	cell junction assembly	2.87e-05	2.87e-05	1	LAMA3,LAMC2,CLDN18,CAV1,HRG,LAMA5,LAMC1,ACE,CDH5,CLDN5,LAMB3,S100A10,OCLN,MYO1C,MYOC,VCL,CDH1,EPHA3,LAMA3,LAMC2,COL17A1,MPP5,FERMT2,SLC9A1,SORBS1,TLN1,PVRL4,PHLDB2,ITGB1,PTPRK,LIMS1,KRT5,LAMB3,S100A10,FERMT2,CDH17,SORBS1,FLNC,LAMC1,TLN1,CD151,KRT5,FLNA,CD9,EPB41L3,CNTNAP1,CDH15,ITGB4,GJA1,PRKCA,CADM3,GJB2,GJB1,CD151,PLEC,PIP5K1C,APOD,S100A10
 GO:0007044	cell-substrate junction assembly	1.06e-07	1.06e-07	1	LAMA3,LAMC2,HRG,LAMA5,LAMC1,LAMB3,S100A10,MYOC,EPHA3,LAMA3,LAMC2,COL17A1,FERMT2,SLC9A1,SORBS1,PHLDB2,PTPRK,LIMS1,KRT5,LAMB3,S100A10,FERMT2,SORBS1,LAMC1,CD151,KRT5
 GO:0031581	hemidesmosome assembly	0.000449	0.000449	1	LAMA3,LAMC2,LAMC1,LAMB3,LAMA3,LAMC2,COL17A1,KRT5,LAMB3,LAMC1,CD151,KRT5
 GO:0050900	leukocyte migration	2.34e-08	2.34e-08	1	ITGA3,DAPK2,CEACAM1,APOB,CEACAM6,ICAM1,ANGPT2,CAV1,CEACAM8,SFTPD,CXCL13,S1PR1,AZU1,SAA1,CD47,SELE,APOB,HCK,SLC7A6,PYCARD,C5,CD58,CCR2,ITGAX,S100A8,LYST,ADAM8,SLC7A7,NBL1,ITGB2,AMICA1,S100A9,S100A12,CCR1,CD300A,LGALS9,ITGAM,AZU1,F2,CXCR2,SELL,AIF1,CKLF,ITGAL,STK10,TBX21,GP6,PIK3R2,PF4V1,SELPLG,ZAP70,CD2,CD244,RAC2,RIPK3,MPP1,ITGAX,MSN,ESAM,FCER1G,ITGB2,S100A12,PPBP,PF4,CD300A,FADD,ITGAM,PIK3CD,SELP,CMKLR1,CXCR2,TNFRSF18,SPN,ITGB3,CCL5
 KEGG:05152	Tuberculosis	0.000117	0.000117	1	LAMP2,HLA-DQB1,LAMP1,PPP3R2,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DQA2,HLA-DMB,MRC1,CASP8,TCIRG1,VDR,MAPK14,APAF1,LSP1,TLR2,ITGAX,FCGR1A,ITGB2,CTSS,ITGAM,CD14,CEBPB,TLR1,CARD9,CR1,HLA-DMA,BAX,JAK2,CORO1A,VDR,APAF1,ITGAX,IL18,FCER1G,ITGB2,FCGR3B,CTSS,FADD,ITGAM,CALML5,FCGR3A,TLR9,HLA-DOB
 KEGG:04145	Phagosome	1.24e-10	1.24e-10	1	LAMP2,NOX1,MARCO,NOX3,PIKFYVE,SFTPA1,SFTPD,HLA-DQB1,SFTPA2,LAMP1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DRA,HLA-C,HLA-DPB1,HLA-DPA1,HLA-DQA2,HLA-DMB,MRC1,TUBA3D,DYNC1I2,TUBA1B,TUBA4A,TUBB2A,TUBB2B,TUBA3E,TUBA1A,TUBA1C,TUBB6,TUBAL3,TUBA8,TUBB,DYNC1H1,TUBA3C,TUBB3,TUBB8,MPO,NOX1,CYBA,NCF4,COMP,TCIRG1,NCF2,TLR2,FCGR1A,NCF1,C1R,ITGB2,CTSS,CYBB,ITGAM,CD14,FCAR,HLA-DMA,ACTB,CORO1A,ITGB2,FCGR3B,CTSS,ITGAM,ACTG1,FCGR3A,HLA-C,HLA-G,HLA-F,HLA-B,HLA-DOB,ITGB3
 KEGG:05222	Small cell lung cancer	0.000282	0.000282	1	ITGA3,LAMA3,LAMC2,COL4A4,LAMA5,LAMC1,LAMB2,LAMB3,ITGA3,LAMA3,LAMC2,LAMB4,LAMA4,ITGB1,LAMB2,LAMB3,COL4A6,TRAF4,LAMB1,LAMA4,FN1,LAMC1,LAMB2
 KEGG:05168	Herpes simplex infection	1.5e-05	1.5e-05	1	JUN,HLA-DQB1,HLA-DRB1,HLA-DQA1,HLA-DRB5,IFIT1B,HLA-DRA,HLA-C,HLA-DPB1,HLA-DPA1,HLA-DQA2,HLA-DMB,TRAF5,NFKBIA,TAF6,NFKB1,TAF5L,TLR3,FADD,PPP1CA,PPP1CC,TAF9B,TAP2,HLA-G,IRF9,JAK2,TAB1,NFKBIB,TYK2,CDK2,TNFSF14,TICAM1,RNASEL,POU2F3,FADD,PER1,POLR2A,HLA-C,HLA-G,HLA-F,HLA-B,TLR9,HLA-DOB,CCL5
 KEGG:05140	Leishmaniasis	7.74e-06	7.74e-06	1	JUN,HLA-DQB1,HLA-DRB1,HLA-DQA1,HLA-DRB5,HLA-DRA,HLA-DPB1,HLA-DPA1,HLA-DQA2,HLA-DMB,CYBA,NCF4,MAPK14,NCF2,TLR2,FCGR1A,NCF1,ITGB2,ITGAM,FOS,CR1,HLA-DMA,JAK2,TAB1,NFKBIB,ITGB2,FCGR3B,ITGAM,FCGR3A,HLA-DOB
 REAC:3000157	Laminin interactions	1.44e-12	1.44e-12	1	ITGA3,LAMA3,LAMC2,LAMA5,LAMC1,LAMB2,LAMB3,ITGA3,LAMA3,LAMC2,NID2,LAMA4,NID1,ITGA7,HSPG2,ITGB1,LAMB2,LAMB3,ITGA1,LAMB1,LAMA4,NID1,LAMC1,HSPG2,LAMB2,ITGA1
 GO:0006413	translational initiation	1.13e-22	1.13e-22	1	RPS5,RPL3,EIF3D,DNAJC3,EIF3J,RPL28,RPL19,RPL34,EIF2B2,RPL23,EIF2S2,RPL36,MRPL35,RPS6,EIF2D,RPS27A,EIF2B5,RPS3A,RPL37,RPL30,RPL8,EIF1AX,GADD45GIP1,RPL35A,EIF4EBP1,RPL37A,MRPL38,RPS29,DDX3X,RPL26L1,RPL18,EIF2AK1,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,RPS15,MRPL19,RPS25,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,MRPS34,MRPL28,RPL6,RPLP0,RPL24,RPS10,MRPS26,RPS4Y1,MRPS9,RPL13A,EIF4EBP2,MRPL49,RPL9,RPL27A,MRPL13,RPL15,RPLP2,MRPS23,RPL14,RPL12,RPS4X,MRPL23,RPS18,MRPS17,RPL17,RPS20,MRPL22,EIF3E,EIF2B1,NCBP2,COPS5,RPS4Y1,RPS15A,MRPL9,EIF3H,EIF3M,POLR2G,MRPL13,RPL4,RPS23,MRPL21,RPL10A,MCTS1,MRPL46
 GO:0070972	protein localization to endoplasmic reticulum	7.03e-43	7.03e-43	1	SEC62,SEC63,RPS5,RPL3,SRP54,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,OS9,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,PDIA2,RPL37A,RPS29,RPL26L1,HSPA5,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,SEC16B,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,HSPA5,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,PDIA3,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 GO:0072599	establishment of protein localization to endoplasmic reticulum	1.3e-42	1.3e-42	1	SEC62,SEC63,RPS5,RPL3,SRP54,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,RPL37A,RPS29,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 GO:0045047	protein targeting to ER	1.78e-43	1.78e-43	1	SEC62,SEC63,RPS5,RPL3,SRP54,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,RPS6,RPS27A,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,RPL37A,RPS29,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,RPL24,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,RPL9,RPN1,RPL27A,RPL15,RPLP2,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 GO:0072657	protein localization to membrane	2.7e-17	2.7e-17	1	SEC62,SEC63,CDH1,RPS5,RPL3,SRP54,ARFRP1,ATG4A,SEC61B,RPL28,RPL19,CPE,RPL34,SPCS2,RPL23,RPL36,CRB3,ARHGEF16,RPS6,RPS27A,GOLGA4,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,PKP3,CIB1,RPL37A,RPS29,ANK1,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,EZR,RAB11A,KRT18,RPL24,BLZF1,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,CLTC,RPL13A,ABCA12,EGFR,DAB2,RPL9,RPN1,ARF6,RPL27A,TMEM88,STX8,RPL15,RPLP2,RAB11B,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
 GO:0090150	establishment of protein localization to membrane	7.26e-22	7.26e-22	1	SEC62,SEC63,CDH1,RPS5,RPL3,SRP54,ARFRP1,ATG4A,SEC61B,RPL28,RPL19,RPL34,SPCS2,RPL23,RPL36,ARHGEF16,RPS6,RPS27A,GOLGA4,RPS3A,RPL37,RPL30,RPL8,SEC11C,SRP68,SRP72,RPL35A,SRPR,PKP3,CIB1,RPL37A,RPS29,ANK1,RPL26L1,SEC61A1,RPL18,RPL6,RPS16,RPS19,RPL18A,RPS13,RPL24,SSR3,RPS15,RPS25,RPN2,RPL21,RPL5,RPS10,RPL27,RPL35,RPS24,RPS2,RPS11,RPL11,RPS8,RPL10,RPL7,RPL7A,RPS3,RPL26,RPL29,RPN1,RPS14,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPLP2,RPS27,SSR4,RPS17,RPL12,RPS4X,RPL23A,RPS18,RPS28,RPL18,RPL31,RPL6,RPLP0,EZR,RAB11A,KRT18,RPL24,BLZF1,RPN2,RPS10,SSR1,SPCS3,RPS4Y1,SEC11A,RPL13A,EGFR,RPL9,RPN1,ARF6,RPL27A,RPL15,RPLP2,RAB11B,RPL14,RPL12,RPS4X,RPS18,DDOST,RPL17
