Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%REACT_7991.2	VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%REACT_7991.2		28	0.66644865	1.9158856	0.01	0.01	0.024	5197	tags=96%, list=31%, signal=141%
TELOMERE C-STRAND (LAGGING STRAND) SYNTHESIS%REACTOME%REACT_7961.4	TELOMERE C-STRAND (LAGGING STRAND) SYNTHESIS%REACTOME%REACT_7961.4		21	1.29920906	3.6776011	0.01	0.01	0.4975	5458	tags=86%, list=24%, signal=113%
HOMOLOGOUS RECOMBINATION%KEGG%HSA03440	HOMOLOGOUS RECOMBINATION%KEGG%HSA03440		23	0.68256783	1.9121394	0.01	0.01	0.025	1684	tags=52%, list=10%, signal=58%
TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME%REACT_424.3	TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME%REACT_424.3		29	0.6673613	1.9113955	0.01	0.01	0.025	5197	tags=97%, list=31%, signal=141%
REPAIR SYNTHESIS FOR GAP-FILLING BY DNA POLYMERASE IN TC-NER%REACTOME%REACT_1993.3	REPAIR SYNTHESIS FOR GAP-FILLING BY DNA POLYMERASE IN TC-NER%REACTOME%REACT_1993.3		15	2.07245547	5.413832	0.01	0.01	0.569	5516	tags=93%, list=24%, signal=123%
REV-MEDIATED NUCLEAR EXPORT OF HIV-1 RNA%REACTOME%REACT_6190.4	REV-MEDIATED NUCLEAR EXPORT OF HIV-1 RNA%REACTOME%REACT_6190.4		29	0.6673107	1.908256	0.01	0.01	0.028	5197	tags=97%, list=31%, signal=141%
NUCLEAR IMPORT OF REV PROTEIN%REACTOME%REACT_9395.2	NUCLEAR IMPORT OF REV PROTEIN%REACTOME%REACT_9395.2		28	0.6665858	1.8975307	0.01	0.01	0.037	5197	tags=96%, list=31%, signal=141%
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT%REACTOME%REACT_1597.3	TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRON-CONTAINING TRANSCRIPT%REACTOME%REACT_1597.3		47	1.18732106	3.7120419	0.01	0.01	0.2725	5838	tags=96%, list=34%, signal=145%
RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%REACT_1893.3	RESOLUTION OF ABASIC SITES (AP SITES)%REACTOME%REACT_1893.3		18	1.33758497	3.6157872	0.01	0.01	0.4885	4162	tags=72%, list=23%, signal=94%
NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING%GO%GO:0006297	NUCLEOTIDE-EXCISION REPAIR, DNA GAP FILLING%GO%GO:0006297		22	1.3040393	3.6615442	0.01	0.01	0.3985	5274	tags=77%, list=24%, signal=101%
TELOMERE MAINTENANCE VIA SEMI-CONSERVATIVE REPLICATION%GO%GO:0032201	TELOMERE MAINTENANCE VIA SEMI-CONSERVATIVE REPLICATION%GO%GO:0032201		21	1.89022676	5.3235493	0.01	0.01	0.673333333333333	5458	tags=86%, list=24%, signal=113%
ELONGATION ARREST AND RECOVERY%REACTOME%REACT_1892.2	ELONGATION ARREST AND RECOVERY%REACTOME%REACT_1892.2		31	1.21369588	3.5810367	0.01	0.01	0.519	5685	tags=90%, list=28%, signal=125%
BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY	BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY		16	1.3657265	3.6889885	0.01	0.01	0.4585	2346	tags=75%, list=14%, signal=87%
EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS%REACTOME%REACT_6296.2	EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS%REACTOME%REACT_6296.2		28	0.6663933	1.8793492	0.01	0.01	0.052	5197	tags=96%, list=31%, signal=141%
HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6259.4	HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6259.4		31	1.21369588	3.5813491	0.01	0.01	0.5145	5685	tags=90%, list=28%, signal=125%
NEP NS2 INTERACTS WITH THE CELLULAR EXPORT MACHINERY%REACTOME%REACT_6179.3	NEP NS2 INTERACTS WITH THE CELLULAR EXPORT MACHINERY%REACTOME%REACT_6179.3		26	0.66481614	1.8729969	0.01	0.01	0.058	5197	tags=96%, list=31%, signal=140%
PAUSING AND RECOVERY OF HIV-1 ELONGATION%REACTOME%REACT_6244.5	PAUSING AND RECOVERY OF HIV-1 ELONGATION%REACTOME%REACT_6244.5		31	1.21369588	3.5681126	0.01	0.01	0.5245	5685	tags=90%, list=28%, signal=125%
RNA POLYMERASE III ABORTIVE AND RETRACTIVE INITIATION%REACTOME%REACT_22339.1	RNA POLYMERASE III ABORTIVE AND RETRACTIVE INITIATION%REACTOME%REACT_22339.1		39	0.62854993	1.8695434	0.01	0.01	0.062	5167	tags=79%, list=31%, signal=115%
RNA TRANSPORT%KEGG%HSA03013	RNA TRANSPORT%KEGG%HSA03013		151	1.08617729	3.722923	0.01	0.01	0.1865	5841	tags=83%, list=32%, signal=121%
TAT-MEDIATED HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6344.4	TAT-MEDIATED HIV-1 ELONGATION ARREST AND RECOVERY%REACTOME%REACT_6344.4		30	1.22105675	3.6152255	0.01	0.01	0.4575	5685	tags=90%, list=28%, signal=125%
TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%REACT_6248.3	TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%REACT_6248.3		26	0.66484827	1.863261	0.01	0.01	0.072	5197	tags=96%, list=31%, signal=140%
BASE EXCISION REPAIR%REACTOME%REACT_1104.2	BASE EXCISION REPAIR%REACTOME%REACT_1104.2		18	1.33758497	3.5899089	0.01	0.01	0.4955	4162	tags=72%, list=23%, signal=94%
PAUSING AND RECOVERY OF TAT-MEDIATED HIV-1 ELONGATION%REACTOME%REACT_6143.5	PAUSING AND RECOVERY OF TAT-MEDIATED HIV-1 ELONGATION%REACTOME%REACT_6143.5		30	1.22105675	3.5759761	0.01	0.01	0.513	5685	tags=90%, list=28%, signal=125%
RNA PROCESSING%GO%GO:0006396	RNA PROCESSING%GO%GO:0006396		406	1.59276318	5.7636045	0.01	0.01	0.121333333333333	6788	tags=84%, list=38%, signal=133%
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%REACT_471.3	E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%REACT_471.3		30	0.63899636	1.8506854	0.01	0.01	0.091	4469	tags=70%, list=27%, signal=96%
RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME%REACT_63.2	RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME%REACT_63.2		23	0.6686648	1.8480792	0.01	0.01	0.095	5167	tags=91%, list=31%, signal=133%
RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GO%GO:0022618	RIBONUCLEOPROTEIN COMPLEX ASSEMBLY%GO%GO:0022618		91	2.09130156	7.3343737	0.01	0.01	0.46725	6766	tags=87%, list=35%, signal=134%
REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0000381	REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0000381		15	1.36621515	3.6255291	0.01	0.01	0.528	4419	tags=80%, list=24%, signal=105%
RNA POLYMERASE III TRANSCRIPTION%REACTOME%REACT_1371.3	RNA POLYMERASE III TRANSCRIPTION%REACTOME%REACT_1371.3		39	0.62854993	1.8458955	0.01	0.01	0.098	5167	tags=79%, list=31%, signal=115%
LAGGING STRAND SYNTHESIS%REACTOME%REACT_312.5	LAGGING STRAND SYNTHESIS%REACTOME%REACT_312.5		19	1.92225766	5.3095533	0.01	0.01	0.685666666666667	5458	tags=84%, list=24%, signal=111%
REGULATION OF TRANSLATIONAL INITIATION%GO%GO:0006446	REGULATION OF TRANSLATIONAL INITIATION%GO%GO:0006446		45	0.6053221	1.8426722	0.01	0.01	0.104	3639	tags=64%, list=22%, signal=82%
TERMINATION OF RNA POLYMERASE III TRANSCRIPTION%GO%GO:0006386	TERMINATION OF RNA POLYMERASE III TRANSCRIPTION%GO%GO:0006386		18	0.68903506	1.8400223	0.01	0.01	0.108	3900	tags=83%, list=24%, signal=109%
S PHASE%REACTOME%REACT_899.6	S PHASE%REACTOME%REACT_899.6		118	1.7020317	6.0522843	0.01	0.01	0.0393333333333333	5728	tags=77%, list=32%, signal=112%
DNA REPLICATION%REACTOME%REACT_383.6	DNA REPLICATION%REACTOME%REACT_383.6		100	2.26306209	8.0208469	0.01	0.01	0.155	6367	tags=72%, list=27%, signal=98%
TELOMERE MAINTENANCE VIA RECOMBINATION%GO%GO:0000722	TELOMERE MAINTENANCE VIA RECOMBINATION%GO%GO:0000722		25	0.6522364	1.8339081	0.01	0.01	0.114	3994	tags=80%, list=24%, signal=105%
RNA POLYMERASE III CHAIN ELONGATION%REACTOME%REACT_756.2	RNA POLYMERASE III CHAIN ELONGATION%REACTOME%REACT_756.2		18	0.68903506	1.8333212	0.01	0.01	0.114	3900	tags=83%, list=24%, signal=109%
SPLICEOSOMAL COMPLEX ASSEMBLY%GO%GO:0000245	SPLICEOSOMAL COMPLEX ASSEMBLY%GO%GO:0000245		33	2.36476146	7.3248548	0.01	0.01	0.4645	6766	tags=82%, list=24%, signal=108%
RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GO%GO:0071826	RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GO%GO:0071826		98	2.04125347	7.2083692	0.01	0.01	0.57475	6766	tags=85%, list=35%, signal=130%
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE III PROMOTER%GO%GO:0006385	TRANSCRIPTION ELONGATION FROM RNA POLYMERASE III PROMOTER%GO%GO:0006385		18	0.68903506	1.8311704	0.01	0.01	0.122	3900	tags=83%, list=24%, signal=109%
RNA POLYMERASE II TRANSCRIPTION ELONGATION%REACTOME%REACT_833.3	RNA POLYMERASE II TRANSCRIPTION ELONGATION%REACTOME%REACT_833.3		42	1.1472859	3.5529628	0.01	0.01	0.531	5829	tags=86%, list=30%, signal=123%
MITOTIC RECOMBINATION%GO%GO:0006312	MITOTIC RECOMBINATION%GO%GO:0006312		30	1.7681217	5.2802446	0.01	0.01	0.661	6039	tags=77%, list=24%, signal=101%
REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%REACT_6804.2	REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%REACT_6804.2		26	0.65486115	1.8250451	0.01	0.01	0.137	5197	tags=88%, list=31%, signal=129%
PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME%REACT_16936.2	PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME%REACT_16936.2		23	3.34464	9.8274569	0.01	0.01	0.2264	5983	tags=100%, list=35%, signal=153%
POST-ELONGATION PROCESSING OF THE TRANSCRIPT%REACTOME%REACT_78.3	POST-ELONGATION PROCESSING OF THE TRANSCRIPT%REACTOME%REACT_78.3		41	1.78190721	5.6013297	0.01	0.01	0.206666666666667	6539	tags=71%, list=15%, signal=83%
CLEAVAGE OF GROWING TRANSCRIPT IN THE TERMINATION REGION%REACTOME%REACT_387.3	CLEAVAGE OF GROWING TRANSCRIPT IN THE TERMINATION REGION%REACTOME%REACT_387.3		41	1.78190721	5.5690477	0.01	0.01	0.259	6539	tags=71%, list=15%, signal=83%
CELL CYCLE CHECKPOINTS%REACTOME%REACT_1538.1	CELL CYCLE CHECKPOINTS%REACTOME%REACT_1538.1		112	1.6531857	5.8927072	0.01	0.01	0.0683333333333333	5380	tags=79%, list=33%, signal=117%
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%REACT_6346.4	FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%REACT_6346.4		41	1.15198816	3.5761901	0.01	0.01	0.488	5829	tags=85%, list=30%, signal=122%
S PHASE OF MITOTIC CELL CYCLE%GO%GO:0000084	S PHASE OF MITOTIC CELL CYCLE%GO%GO:0000084		120	2.15954093	7.7139387	0.01	0.01	0.2795	6414	tags=77%, list=32%, signal=112%
MITOTIC SISTER CHROMATID SEGREGATION%GO%GO:0000070	MITOTIC SISTER CHROMATID SEGREGATION%GO%GO:0000070		40	0.61400753	1.8175547	0.01	0.01	0.162	4494	tags=78%, list=27%, signal=106%
CHROMATIN DISASSEMBLY%GO%GO:0031498	CHROMATIN DISASSEMBLY%GO%GO:0031498		15	0.7063747	1.8151406	0.01	0.01	0.171	4855	tags=100%, list=29%, signal=142%
G1 S TRANSITION%REACTOME%REACT_1783.2	G1 S TRANSITION%REACTOME%REACT_1783.2		105	1.6736872	5.9468502	0.01	0.01	0.066	5290	tags=74%, list=31%, signal=108%
MEIOSIS%GO%GO:0007126	MEIOSIS%GO%GO:0007126		67	0.57758635	1.8135896	0.01	0.01	0.174	3525	tags=55%, list=21%, signal=70%
FORMATION OF RNA POL II ELONGATION COMPLEX%REACTOME%REACT_1845.4	FORMATION OF RNA POL II ELONGATION COMPLEX%REACTOME%REACT_1845.4		42	1.1472859	3.5263719	0.01	0.01	0.5665	5829	tags=86%, list=30%, signal=123%
RNA LOCALIZATION%GO%GO:0006403	RNA LOCALIZATION%GO%GO:0006403		81	1.55567625	5.3822517	0.01	0.01	0.628666666666667	6328	tags=88%, list=38%, signal=141%
MITOTIC PROMETAPHASE%GO%GO:0000236	MITOTIC PROMETAPHASE%GO%GO:0000236		95	0.56668985	1.8116741	0.01	0.01	0.182	5409	tags=77%, list=33%, signal=114%
REMOVAL OF DNA PATCH CONTAINING ABASIC RESIDUE%REACTOME%REACT_2192.3	REMOVAL OF DNA PATCH CONTAINING ABASIC RESIDUE%REACTOME%REACT_2192.3		16	0.69663405	1.8116275	0.01	0.01	0.182	3805	tags=69%, list=23%, signal=89%
RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME%REACT_894.2	RNA POLYMERASE II TRANSCRIPTION TERMINATION%REACTOME%REACT_894.2		41	1.78190721	5.5765697	0.01	0.01	0.232	6539	tags=71%, list=15%, signal=83%
NUCLEOSOME DISASSEMBLY%GO%GO:0006337	NUCLEOSOME DISASSEMBLY%GO%GO:0006337		15	0.7063747	1.8108499	0.01	0.01	0.187	4855	tags=100%, list=29%, signal=142%
SYNTHESIS OF DNA%REACTOME%REACT_2014.3	SYNTHESIS OF DNA%REACTOME%REACT_2014.3		93	2.29766648	8.0883004	0.01	0.01	0.122	6367	tags=74%, list=27%, signal=102%
ESTABLISHMENT OF RNA LOCALIZATION%GO%GO:0051236	ESTABLISHMENT OF RNA LOCALIZATION%GO%GO:0051236		77	1.56018573	5.4278028	0.01	0.01	0.551666666666667	6328	tags=87%, list=38%, signal=140%
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%REACT_17029.2	COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%REACT_17029.2		24	3.35679701	9.9262763	0.01	0.01	0.2194	5983	tags=100%, list=35%, signal=153%
RNA EXPORT FROM NUCLEUS%GO%GO:0006405	RNA EXPORT FROM NUCLEUS%GO%GO:0006405		69	1.57905407	5.4027606	0.01	0.01	0.606	6328	tags=87%, list=38%, signal=140%
TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%REACT_6162.3	TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%REACT_6162.3		41	1.15198816	3.5745882	0.01	0.01	0.49	5829	tags=85%, list=30%, signal=122%
MRNA METABOLIC PROCESS%GO%GO:0016071	MRNA METABOLIC PROCESS%GO%GO:0016071		462	2.45235941	9.5214583	0.01	0.01	0.3694	6788	tags=80%, list=35%, signal=119%
RNA POLYMERASE II TRANSCRIPTION%REACTOME%REACT_1366.2	RNA POLYMERASE II TRANSCRIPTION%REACTOME%REACT_1366.2		99	1.11803692	3.7427586	0.01	0.01	0.1395	5829	tags=85%, list=35%, signal=129%
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER%REACTOME%REACT_571.3	RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER%REACTOME%REACT_571.3		27	0.6319043	1.803048	0.01	0.01	0.215	4023	tags=70%, list=24%, signal=93%
CHROMOSOME SEGREGATION%GO%GO:0007059	CHROMOSOME SEGREGATION%GO%GO:0007059		96	0.5676109	1.8030443	0.01	0.01	0.215	5916	tags=79%, list=36%, signal=123%
TERMINATION OF RNA POLYMERASE II TRANSCRIPTION%GO%GO:0006369	TERMINATION OF RNA POLYMERASE II TRANSCRIPTION%GO%GO:0006369		44	1.76017648	5.5887032	0.01	0.01	0.198666666666667	6539	tags=68%, list=15%, signal=80%
RESOLUTION OF AP SITES VIA THE MULTIPLE-NUCLEOTIDE PATCH REPLACEMENT PATHWAY%REACTOME%REACT_1128.2	RESOLUTION OF AP SITES VIA THE MULTIPLE-NUCLEOTIDE PATCH REPLACEMENT PATHWAY%REACTOME%REACT_1128.2		16	0.69663405	1.8021735	0.01	0.01	0.218	3805	tags=69%, list=23%, signal=89%
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GO%GO:0022613	RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GO%GO:0022613		145	1.60584987	5.5954416	0.01	0.01	0.375333333333333	6766	tags=85%, list=35%, signal=130%
FORMATION OF HIV-1 ELONGATION COMPLEX IN THE ABSENCE OF HIV-1 TAT%REACTOME%REACT_22201.2	FORMATION OF HIV-1 ELONGATION COMPLEX IN THE ABSENCE OF HIV-1 TAT%REACTOME%REACT_22201.2		42	1.1472859	3.5564848	0.01	0.01	0.5225	5829	tags=86%, list=30%, signal=123%
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4	FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4		32	1.20577562	3.6032818	0.01	0.01	0.396	5829	tags=88%, list=30%, signal=125%
RNA TRANSPORT%GO%GO:0050658	RNA TRANSPORT%GO%GO:0050658		77	1.56018573	5.3954265	0.01	0.01	0.591666666666667	6328	tags=87%, list=38%, signal=140%
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283	TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283		45	1.14369306	3.5691828	0.01	0.01	0.4895	5927	tags=82%, list=30%, signal=118%
PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986	PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986		15	0.7063747	1.7960606	0.01	0.01	0.229	4855	tags=100%, list=29%, signal=142%
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4	FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4		32	1.20577562	3.5817508	0.01	0.01	0.4525	5829	tags=88%, list=30%, signal=125%
SISTER CHROMATID SEGREGATION%GO%GO:0000819	SISTER CHROMATID SEGREGATION%GO%GO:0000819		43	0.6012133	1.7953387	0.01	0.01	0.232	5695	tags=84%, list=35%, signal=128%
MRNA TRANSPORT%GO%GO:0051028	MRNA TRANSPORT%GO%GO:0051028		64	1.57335118	5.3162508	0.01	0.01	0.695	6328	tags=86%, list=38%, signal=139%
NUCLEIC ACID TRANSPORT%GO%GO:0050657	NUCLEIC ACID TRANSPORT%GO%GO:0050657		77	1.56018573	5.364996	0.01	0.01	0.642333333333333	6328	tags=87%, list=38%, signal=140%
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GO%GO:0002562	SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GO%GO:0002562		18	1.2806772	3.4983799	0.01	0.01	0.609	5238	tags=72%, list=31%, signal=104%
DNA-DEPENDENT TRANSCRIPTION, TERMINATION%GO%GO:0006353	DNA-DEPENDENT TRANSCRIPTION, TERMINATION%GO%GO:0006353		78	1.1030716	3.6214704	0.01	0.01	0.333	5999	tags=81%, list=34%, signal=122%
NEGATIVE REGULATION OF RNA SPLICING%GO%GO:0033119	NEGATIVE REGULATION OF RNA SPLICING%GO%GO:0033119		15	0.6898515	1.7891012	0.01	0.01	0.253	3307	tags=87%, list=20%, signal=108%
TRANSCRIPTION-COUPLED NER (TC-NER)%REACTOME%REACT_1628.2	TRANSCRIPTION-COUPLED NER (TC-NER)%REACTOME%REACT_1628.2		43	1.16120613	3.6398063	0.01	0.01	0.2925	5724	tags=84%, list=30%, signal=120%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, EXONUCLEOLYTIC%GO%GO:0000291	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, EXONUCLEOLYTIC%GO%GO:0000291		28	1.2571915	3.6929609	0.01	0.01	0.1925	5394	tags=75%, list=23%, signal=97%
SOMATIC CELL DNA RECOMBINATION%GO%GO:0016444	SOMATIC CELL DNA RECOMBINATION%GO%GO:0016444		18	0.66851205	1.7855613	0.01	0.01	0.261	5063	tags=72%, list=31%, signal=104%
MRNA EXPORT FROM NUCLEUS%GO%GO:0006406	MRNA EXPORT FROM NUCLEUS%GO%GO:0006406		63	1.0956114	3.545302	0.01	0.01	0.535	6328	tags=86%, list=38%, signal=138%
S PHASE%GO%GO:0051320	S PHASE%GO%GO:0051320		129	2.16822116	7.8067626	0.01	0.01	0.24525	6538	tags=84%, list=40%, signal=138%
HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3	HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3		41	1.15198816	3.5542537	0.01	0.01	0.5085	5829	tags=85%, list=30%, signal=122%
REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0048024	REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0048024		29	1.8246784	5.528011	0.01	0.01	0.436666666666667	6232	tags=86%, list=35%, signal=132%
LATE PHASE OF HIV LIFE CYCLE%REACTOME%REACT_6361.5	LATE PHASE OF HIV LIFE CYCLE%REACTOME%REACT_6361.5		101	1.0641851	3.588108	0.01	0.01	0.4045	6842	tags=90%, list=41%, signal=153%
POSITIVE REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0050434	POSITIVE REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0050434		54	1.11962254	3.5884148	0.01	0.01	0.402	6213	tags=78%, list=30%, signal=111%
POST-ELONGATION PROCESSING OF INTRON-CONTAINING PRE-MRNA%REACTOME%REACT_397.2	POST-ELONGATION PROCESSING OF INTRON-CONTAINING PRE-MRNA%REACTOME%REACT_397.2		33	1.77755719	5.4104238	0.01	0.01	0.457333333333333	6539	tags=97%, list=38%, signal=156%
DNA BIOSYNTHETIC PROCESS%GO%GO:0071897	DNA BIOSYNTHETIC PROCESS%GO%GO:0071897		16	0.6788285	1.7656461	0.01	0.01	0.343	4681	tags=75%, list=28%, signal=105%
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS%GO%GO:0002200	SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS%GO%GO:0002200		22	0.6378147	1.7643903	0.01	0.01	0.347	5063	tags=68%, list=31%, signal=98%
SISTER CHROMATID COHESION%GO%GO:0007062	SISTER CHROMATID COHESION%GO%GO:0007062		19	0.6566463	1.7637265	0.01	0.01	0.349	5568	tags=89%, list=34%, signal=135%
EXONUCLEOLYTIC NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS INVOLVED IN DEADENYLATION-DEPENDENT DECAY%GO%GO:0043928	EXONUCLEOLYTIC NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS INVOLVED IN DEADENYLATION-DEPENDENT DECAY%GO%GO:0043928		28	1.2571915	3.6520012	0.01	0.01	0.264	5394	tags=75%, list=23%, signal=97%
HIV LIFE CYCLE%REACTOME%REACT_6256.5	HIV LIFE CYCLE%REACTOME%REACT_6256.5		113	1.06108033	3.5889746	0.01	0.01	0.399	6842	tags=89%, list=41%, signal=152%
'DE NOVO' PROTEIN FOLDING%GO%GO:0006458	'DE NOVO' PROTEIN FOLDING%GO%GO:0006458		41	2.86342029	9.3129443	0.01	0.01	0.4916	5983	tags=85%, list=32%, signal=126%
REGULATION OF DNA RECOMBINATION%GO%GO:0000018	REGULATION OF DNA RECOMBINATION%GO%GO:0000018		24	0.64041513	1.7589523	0.01	0.01	0.371	4621	tags=63%, list=28%, signal=87%
INTERPHASE OF MITOTIC CELL CYCLE%GO%GO:0051329	INTERPHASE OF MITOTIC CELL CYCLE%GO%GO:0051329		186	2.02684792	7.4334216	0.01	0.01	0.3215	6574	tags=66%, list=32%, signal=96%
ANAPHASE%GO%GO:0051322	ANAPHASE%GO%GO:0051322		159	1.0280149	3.5293005	0.01	0.01	0.5695	5861	tags=75%, list=33%, signal=111%
CHOLESTEROL BIOSYNTHESIS%REACTOME%REACT_9405.3	CHOLESTEROL BIOSYNTHESIS%REACTOME%REACT_9405.3		20	2.89849524	8.3109931	0.01	0.01	0.234	3895	tags=85%, list=24%, signal=111%
G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000082	G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000082		130	1.62769014	5.838514	0.01	0.01	0.144666666666667	4909	tags=66%, list=30%, signal=93%
7-METHYLGUANOSINE MRNA CAPPING%GO%GO:0006370	7-METHYLGUANOSINE MRNA CAPPING%GO%GO:0006370		30	1.17971226	3.4688337	0.01	0.01	0.6745	5829	tags=90%, list=33%, signal=134%
MRNA 3'-END PROCESSING%GO%GO:0031124	MRNA 3'-END PROCESSING%GO%GO:0031124		78	1.59996946	5.3604217	0.01	0.01	0.517666666666667	6539	tags=87%, list=38%, signal=140%
DNA REPLICATION PRE-INITIATION%REACTOME%REACT_734.3	DNA REPLICATION PRE-INITIATION%REACTOME%REACT_734.3		79	2.2813828	7.9118873	0.01	0.01	0.29075	6354	tags=76%, list=31%, signal=110%
7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452	7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452		32	1.1764515	3.5184916	0.01	0.01	0.5925	5829	tags=88%, list=33%, signal=131%
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931	NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931		93	1.03263045	3.4501893	0.01	0.01	0.696	6328	tags=77%, list=38%, signal=125%
DNA REPLICATION%GO%GO:0006260	DNA REPLICATION%GO%GO:0006260		132	1.48602419	5.324434	0.01	0.01	0.611	5987	tags=70%, list=33%, signal=104%
DNA REPAIR%REACTOME%REACT_216.2	DNA REPAIR%REACTOME%REACT_216.2		100	1.08931661	3.649062	0.01	0.01	0.2825	6767	tags=81%, list=41%, signal=136%
RECIPROCAL MEIOTIC RECOMBINATION%GO%GO:0007131	RECIPROCAL MEIOTIC RECOMBINATION%GO%GO:0007131		25	0.6227332	1.7518189	0.01	0.01	0.412	3239	tags=68%, list=20%, signal=84%
RNA CAPPING%GO%GO:0036260	RNA CAPPING%GO%GO:0036260		33	1.17069034	3.4925693	0.01	0.01	0.6465	5829	tags=88%, list=33%, signal=131%
