	Fetal_Gut	Immune_Bcell	Adult_UrinaryBladder	Adult_AdrenalGland	Immune_CD4	Fetal_Ovary	Adult_Colon	Fetal_Placenta	Adult_Esophagus	Fetal_Testis	Adult_FrontalCortex	Adult_GallBladder	Fetal_Brain	Adult_Heart	Adult_SpinalCord	Fetal_Heart	Adult_Kidney	Fetal_Liver	Adult_Retina	Adult_Liver	Immune_CD8	Adult_Rectum	Adult_Lung	Immune_Monocyte	Adult_Prostate	Adult_Ovary	Immune_NK	Adult_Pancreas	Immune_Platelet
ANTIGEN ACTIVATES B CELL RECEPTOR LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME%REACT_118700.2	0	2.1122706	0.8834254	0	1.6651419	0	0	0	0	0.6533971	0.94396496	0.9854458	0.9062695	0	0	0	0	0	0	0	1.8353212	0	0.95559883	1.9425771	0	0	2.1482775	1.0710576	2.5384638
CHROMOSOME ORGANIZATION%GO%GO:0051276	1.4855876	2.1102355	0	0	2.3293476	1.6539369	0	0	0	1.7198838	0	0	1.6792468	0	0	1.6527574	0	1.3507568	1.4695258	0	1.8612297	0	0	1.3558396	0	1.3440804	2.2939234	0.9602746	0
MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0000398	1.8332396	2.0959651	0	0	2.5561457	2.0410779	0	0	0	2.1132817	0	0	2.0782375	0	0	1.9897758	0	1.5469651	1.7226886	0	2.0241354	0	0	1.5345263	0	1.4463867	2.4745572	1.3565562	0
RNA SPLICING%GO%GO:0008380	1.7375277	2.0936139	0	0	2.5277278	2.000299	0	0	0	2.132089	0	0	2.036921	0	0	1.9955211	0	1.5659851	1.6922143	0	2.0120156	0	0	1.551594	0	1.4339356	2.515891	1.3925126	0
HIV LIFE CYCLE%REACTOME%REACT_6256.5	0	2.092143	0	0	2.1988685	1.7624819	0	0	0	1.8264927	0	0	1.1028396	0	0	1.3857123	0	1.2275205	1.4724654	0	1.9375677	0	0	1.827549	0	1.3315943	2.197231	1.2282295	0
REGULATION OF B CELL ACTIVATION%GO%GO:0050864	0	2.0888968	1.0543587	0	1.8234879	0.56887037	0.68346447	0	0	0.63407546	0	1.886736	0	0	0.7003769	0	0	0	0	0	1.6689209	1.0859212	1.3360335	2.1186793	1.7902503	0.5901782	2.1020093	1.0840888	1.3426162
PEPTIDYL-LYSINE ACETYLATION%GO%GO:0018394	0	2.0879452	0	0	2.250204	1.4404522	0	0	0	1.5331429	0	0	1.5686234	0	0	1.3953311	0	0	1.5833268	0	1.9988582	0	0	1.2799499	0	1.027564	1.9577856	0.61527026	0
TELOMERE MAINTENANCE%GO%GO:0000723	1.7958893	2.0871665	0	0	2.2891123	1.654294	0	0.8969197	0	1.8323528	0	0	1.4376734	0	0	1.7738814	0	2.0331428	1.3036014	0	2.0376463	0	0	0	0	1.396679	2.0208259	1.2496903	0
RIBOSOME BIOGENESIS IN EUKARYOTES%KEGG%HSA03008	0	2.0805826	0	1.4615251	2.191078	1.7264286	0	0	0	1.8947096	0	0	0	0	0	1.2812598	0	0.746256	0.94474083	0	1.8151034	0	0	0.88963556	0	1.7564306	1.9085225	1.5944803	0
RNA POLYMERASE II PRE-TRANSCRIPTION EVENTS%REACTOME%REACT_22107.2	1.1329405	2.0796616	0	0	2.125093	1.7107431	0	0	0	1.7123778	0	0	0.7605612	0	0	1.2638772	0	1.1850011	1.3664825	0	1.7801163	0	0	1.788716	0	1.1609058	2.0401537	0.8401749	0
RNA POLYMERASE II TRANSCRIPTION INITIATION%REACTOME%REACT_1851.5	1.0159798	2.0791023	0	0.7555333	2.0644178	1.6180662	0	0	0	1.6046497	0	0	0.71192074	0	0	0.98311174	0	1.1587627	1.2855844	0	1.7483947	0	0	1.5873655	0	1.135081	1.8982295	0	0
RNA PROCESSING%GO%GO:0006396	1.567636	2.078078	0	0	2.4295971	1.8549697	0	0	0	2.0448349	0	0	1.691168	0	0	1.8637999	0	1.495943	1.4378517	0	1.9660201	0	0	1.3663957	0	1.4387575	2.2432997	1.5041257	0
TELOMERE ORGANIZATION%GO%GO:0032200	1.775783	2.0776026	0	0	2.2996802	1.6371591	0	0.8975591	0	1.8068999	0	0	1.4038405	0	0	1.7876586	0	2.0363078	1.3290867	0	1.9994167	0	0	0	0	1.3761854	1.9922307	1.241358	0
MRNA PROCESSING%GO%GO:0006397	1.6546746	2.0752628	0	0	2.5019553	1.9414005	0	0	0	2.0500653	0	0	1.9656795	0	0	1.9100004	0	1.4068859	1.5932342	0	2.0049589	0	0	1.5187533	0	1.4582002	2.3008044	1.3566474	0
ASTHMA%KEGG%HSA05310	1.1071736	2.0749846	0	1.7002685	1.2152512	0	2.315104	0	0	0	0	1.9250232	0	0	0	0	1.9409202	0	0	0	1.1871388	1.6472619	3.0068378	2.3091285	1.445961	0	2.0336223	0.8799197	0
DOUBLE-STRAND BREAK REPAIR%GO%GO:0006302	1.185847	2.0698001	0	0	2.1563902	1.6312355	0	0	0	1.5730257	0	0	0	0	0	1.4237901	0	1.2116315	0.9743778	0	1.8271441	0	0	1.2092061	0	1.2014496	1.6262759	1.1891437	0
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS WITH BULGED ADENOSINE AS NUCLEOPHILE%GO%GO:0000377	1.8372633	2.0687747	0	0	2.564163	2.03618	0	0	0	2.1225214	0	0	2.0929353	0	0	1.9940269	0	1.5699703	1.7183886	0	2.0162463	0	0	1.5419878	0	1.4446517	2.4763978	1.3625247	0
POSITIVE REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0050434	1.2381452	2.0665364	0	0.70869803	2.1338723	1.7662699	0	0	0	1.8221449	0	0	0	0	0	1.5324811	0	0.873261	1.1432953	0	1.8061358	0	0	1.8712622	0	1.2882774	2.0009868	1.0175749	0
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS%GO%GO:0000375	1.8302572	2.0651717	0	0	2.5930495	2.0264459	0	0	0	2.1424077	0	0	2.0766644	0	0	1.987685	0	1.5584711	1.7397628	0	2.0301545	0	0	1.5717839	0	1.4560485	2.4919515	1.3837159	0
POSITIVE REGULATION OF B CELL ACTIVATION%GO%GO:0050871	0.5770434	2.0615003	0.75115156	0.6609758	1.8159908	0.6043172	0.65304613	0	0	0	0	1.6574631	0	0	0.74750674	0	0	0	0	0	1.6320834	1.1335332	1.4796671	1.8937801	1.7925854	0	1.8881752	1.1274414	1.3246382
LATE PHASE OF HIV LIFE CYCLE%REACTOME%REACT_6361.5	0	2.0610254	0	0	2.1460369	1.7674803	0	0	0	1.8206277	0	0	1.0822531	0	0	1.3210576	0	1.1424123	1.467746	0	1.9269474	0	0	1.859409	0	1.3491988	2.0897942	1.1868405	0
RNA POLYMERASE II TRANSCRIPTION INITIATION AND PROMOTER CLEARANCE%REACTOME%REACT_834.2	0.9896829	2.059853	0	0.7483081	2.1081128	1.5839139	0	0	0	1.6253264	0	0	0.6910564	0	0	0.99699974	0	1.145509	1.2756791	0	1.7391943	0	0	1.6021847	0	1.1306847	1.8999456	0	0
HIV-1 TRANSCRIPTION INITIATION%REACTOME%REACT_6332.5	1.0195898	2.0583355	0	0.76581496	2.0788887	1.6093074	0	0	0	1.6155151	0	0	0.69031525	0	0	0.99437755	0	1.1539764	1.28442	0	1.7462327	0	0	1.5752996	0	1.1406628	1.8824346	0	0
RNA POLYMERASE II TRANSCRIPTION PRE-INITIATION AND PROMOTER OPENING%REACTOME%REACT_1655.5	1.013065	2.056665	0	0.7582776	2.1098945	1.6127702	0	0	0	1.6179916	0	0	0.6944093	0	0	1.0039667	0	1.1423988	1.2789602	0	1.7040763	0	0	1.6044449	0	1.1345564	1.8896483	0	0
RNA POLYMERASE II HIV-1 PROMOTER ESCAPE%REACTOME%REACT_6253.3	1.0091497	2.0505161	0	0.7491538	2.082976	1.591859	0	0	0	1.621117	0	0	0.692818	0	0	1.0086247	0	1.1471071	1.2739263	0	1.730734	0	0	1.5931205	0	1.1388651	1.8763895	0	0
RNA POLYMERASE II PROMOTER ESCAPE%REACTOME%REACT_2089.4	1.0058796	2.047219	0	0.7552317	2.073869	1.5821167	0	0	0	1.6509223	0	0	0.6952697	0	0	1.0057019	0	1.1485295	1.2685065	0	1.7177427	0	0	1.588378	0	1.1409963	1.8944463	0	0
DNA REPAIR%REACTOME%REACT_216.2	1.4387263	2.0423257	0	0	2.108047	1.7519811	0	0	0	1.8970809	0	0	0.8960382	0	0	1.5796391	0	1.4973059	1.3939639	0	1.8817087	0	0	1.4025422	0	1.3481604	1.780049	1.0965065	0
INTERNAL PEPTIDYL-LYSINE ACETYLATION%GO%GO:0018393	0	2.0370545	0	0	2.250516	1.4692796	0	0	0	1.558105	0	0	1.5817279	0	0	1.4202074	0	0	1.553779	0	2.010321	0	0	1.2539588	0	1.0465432	1.9175254	0.6013456	0
HISTONE ACETYLATION%GO%GO:0016573	0	2.0262196	0	0	2.2733574	1.4511197	0	0	0	1.5723282	0	0	1.5505497	0	0	1.3788128	0	0	1.5479231	0	2.0199435	0	0	1.2191716	0	1.0381802	1.9886202	0.5830208	0
COVALENT CHROMATIN MODIFICATION%GO%GO:0016569	0.9378239	2.0254395	0	0.61169785	2.2609515	1.4470209	0	0	0	1.4886385	0	0	1.5301508	0	0	1.4108299	0	0.6887126	1.5365045	0	1.8247682	0	0	1.4470775	0	1.1515783	1.9531767	0.8044854	0
NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006289	1.3852646	2.02081	0	0	2.0497167	1.7364177	0	0	0	1.7902972	0	0	0	0	0	1.4261004	0	1.2002687	1.302784	0	1.8444053	0	0	1.627139	0	1.2995085	1.7168306	0.8737039	0
HISTONE MODIFICATION%GO%GO:0016570	0.93664706	2.0206928	0	0.6218227	2.3016908	1.453981	0	0	0	1.4848379	0	0	1.5225487	0	0	1.4136333	0	0.6912929	1.5296425	0	1.8268554	0	0	1.4536259	0	1.1474488	1.9607879	0.8020097	0
DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0006354	1.0586662	2.019102	0	0.835179	2.1958842	1.7311189	0	0	0	1.6915741	0	0	0	0	0	1.3126086	0	1.2110575	1.4911231	0	1.8254479	0	0	1.6425843	0	1.1972599	1.9362586	1.0017947	0
DNA MODIFICATION%GO%GO:0006304	1.1609153	2.0135345	0	0	2.2758887	1.5533537	0	0	0	1.886107	0	0	1.2806185	0	0	1.1780047	0	0.9888974	1.0274458	0	1.7618291	0	0	1.2930939	0	1.3550408	1.7419362	0.86923236	0
RNA CAPPING%GO%GO:0036260	1.3167523	2.0123014	0	0.6941155	2.0289223	1.751641	0	0	0	1.7409283	0	0	0	0	0	1.1333693	0	0.69678634	1.2898477	0	1.7280741	0	0	1.6782817	0	1.2128401	1.7987851	1.0394785	0
PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986	1.0350648	2.0100195	0	0	1.8726454	1.7960606	0	0	0	1.5485901	0	0	1.3902558	0	0	1.5983267	0	0	1.3778117	0	1.8058429	0	0	1.4090925	0	1.3550265	1.8983487	1.1648524	0
REGULATION OF B CELL PROLIFERATION%GO%GO:0030888	0	2.0056193	0.88131267	0	1.9302224	0	0.69100904	0	0	0.72733426	0	1.7954628	0	0	0.8110255	0	0	0	0	0	1.6471528	1.3146179	1.3809532	1.9205569	1.8887933	0.606354	1.9727033	1.0414857	0.93784803
7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452	1.340325	2.002541	0	0.7138307	2.0141563	1.7542572	0	0	0	1.7642344	0	0	0	0	0	1.1577655	0	0.71728617	1.3065934	0	1.7097076	0	0	1.7341845	0	1.177232	1.8106123	1.0577471	0
B CELL ACTIVATION%GO%GO:0042113	1.0662286	2.0006704	0.92156106	0	1.4857383	1.0223812	0.9212769	0	0	0.81437206	0	1.0638684	0.8920074	0	0	0.70099884	0	0	0.82453567	0	1.497649	0	1.0801975	1.449779	0.7413662	0.98066604	1.2853912	1.0752565	1.399041
RNA POLYMERASE II TRANSCRIPTION%REACTOME%REACT_1366.2	1.3645359	1.9994125	0	0	2.3360307	1.8063861	0	0	0	1.9363725	0	0	1.218558	0	0	1.599289	0	1.4952697	1.5253128	0	1.9673477	0	0	1.7829689	0	1.246013	2.3383098	0.96166784	0
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GO%GO:0000724	1.3398113	1.9967917	0	0.81396955	1.9041349	1.5856423	0	0	0	1.5926548	0	0	0	0	0	1.4140167	0	1.1383615	0.8476404	0	1.6919004	0	0	0.84903026	0	1.1882818	1.5344138	0.71713674	0
TYPE I DIABETES MELLITUS%KEGG%HSA04940	0	1.9959198	0	1.8355824	1.4726962	0	2.4191139	0	0	0	0	1.3286632	0	0	0	0	1.5737274	0	0	0	1.4818944	1.3542271	2.8554423	2.141672	1.5820681	0	1.9190828	1.0776019	0
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GO%GO:0050851	0	1.9947475	0	0	1.9998116	0	1.3958485	0	0	0	0	1.6745747	0	0	0.8747289	0	0	0	0	0	1.839601	0	1.1223129	1.9814508	1.2063433	0	2.1148598	1.1851447	1.8181889
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4	1.3593869	1.9935772	0	0	2.0341601	1.8002687	0	0	0	1.8030131	0	0	0	0	0	1.2100381	0	0	1.3119085	0	1.7185225	0	0	1.863828	0	1.3036826	1.973158	0.8898399	0
DOWNSTREAM TCR SIGNALING%REACTOME%REACT_12555.2	0	1.99257	0	0.89225024	1.9845074	0	1.5798749	0	0	0	0	1.5659653	0	0	0	0	0	0	0	0	1.567001	0	1.3835789	2.0146255	0.9420099	0	1.8994374	1.0774466	1.2819273
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4	1.3162057	1.9924452	0	0	2.024507	1.796002	0	0	0	1.7857488	0	0	0	0	0	1.2021188	0	0	1.304059	0	1.7260814	0	0	1.851841	0	1.2900256	1.9662817	0.88552	0
TCR SIGNALING%REACTOME%REACT_12526.2	0	1.991953	1.0372925	0	2.1579387	0	1.7111772	0	0	0	0	1.5198649	0	0	0	0	0	0	0	0	1.7511067	0	1.1406753	2.0180044	1.2416413	0	2.0993292	1.1542943	1.6488237
NUCLEOSOME DISASSEMBLY%GO%GO:0006337	1.0192858	1.9908214	0	0	1.8574579	1.8108499	0	0	0	1.5539227	0	0	1.3928545	0	0	1.6204463	0	0	1.3813273	0	1.8326945	0	0	1.4001395	0	1.3745141	1.8823423	1.1548443	0
FORMATION OF HIV-1 ELONGATION COMPLEX IN THE ABSENCE OF HIV-1 TAT%REACTOME%REACT_22201.2	1.3983448	1.9898065	0	0	2.048414	1.8017375	0	0	0	1.7547473	0	0	0	0	0	1.3369045	0	0.85565037	1.2475393	0	1.7302468	0	0	1.9069734	0	1.2170031	1.901891	1.0010055	0
HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3	1.4043667	1.9876561	0	0	2.0352316	1.774838	0	0	0	1.7794157	0	0	0	0	0	1.3528037	0	0.8811005	1.2242608	0	1.7139182	0	0	1.9520965	0	1.242709	1.9651126	0.957346	0
REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782	1.1387031	1.9868143	0	0.75167143	2.1037688	1.6505858	0	0	0	1.7039616	0	0	0.73873377	0	0	1.5076998	0	0.9685361	1.1673094	0	1.8093107	0	0	1.6790049	0	1.306189	2.053657	1.0226085	0
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%REACT_12623.2	1.0549455	1.9862093	0	1.0349741	1.6493388	0	1.7922972	0	0	0	0	1.5298772	0	0	1.0124643	0	1.1455085	0	0	0	1.6242689	0	1.8843646	2.0093656	1.5234324	0	2.0674694	1.0612488	1.0689011
DNA REPAIR%GO%GO:0006281	1.2857654	1.9821482	0	0	2.1746435	1.6426837	0	0	0	1.6978644	0	0	0.9938904	0	0	1.4678878	0	1.3084656	1.2442572	0	1.8190705	0	0	1.2292697	0	1.2607075	1.8040053	1.1186589	0
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006368	1.078864	1.980023	0	0	2.2315164	1.7428054	0	0	0	1.6992241	0	0	0.8105064	0	0	1.2336826	0	1.287044	1.4160688	0	1.7912892	0	0	1.8298647	0	1.1917087	2.0211103	0.8213773	0
RNA POLYMERASE II TRANSCRIPTION ELONGATION%REACTOME%REACT_833.3	1.3880332	1.979103	0	0	2.0598087	1.8260418	0	0	0	1.726921	0	0	0	0	0	1.3415189	0	0.8663002	1.2492156	0	1.72004	0	0	1.8777986	0	1.2415526	1.929918	1.0008341	0
DOUBLE-STRAND BREAK REPAIR%REACTOME%REACT_2054.4	1.262611	1.9780208	0	0	1.8488777	1.6210577	0	0	0	1.6232002	0	0	0	0	0	1.3965251	0	1.3015101	0.91800994	0	1.7055477	0	0	1.4736812	0	1.3298401	1.760647	1.2327266	0
TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%REACT_6162.3	1.3930513	1.9775988	0	0	2.0576632	1.8083395	0	0	0	1.7662487	0	0	0	0	0	1.3474191	0	0.8751264	1.2427161	0	1.7098588	0	0	1.923372	0	1.2473089	1.9442228	0.95631015	0
FORMATION OF RNA POL II ELONGATION COMPLEX%REACTOME%REACT_1845.4	1.3816963	1.9764965	0	0	2.04947	1.8133821	0	0	0	1.7129898	0	0	0	0	0	1.3276303	0	0.86801225	1.2589295	0	1.7170063	0	0	1.8903943	0	1.2375989	1.9577324	1.0041174	0
PROTEIN ACETYLATION%GO%GO:0006473	0	1.9764742	0	0.6440325	2.1569128	1.355379	0	0	0	1.4174972	0	0	1.539314	0	0	1.2205024	0	0.8116624	1.4228472	0	1.9798268	0	0	1.1344395	0	1.0657139	1.7797389	0.74272513	0
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3	1.2457219	1.9762217	0	0.788191	2.008512	1.6814725	0	0	0	1.6749284	0	0	0	0	0	1.0044783	0	0	1.1499856	0	1.6463163	0	0	1.6837542	0	1.1726466	1.808853	0.8038094	0
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GO%GO:2001251	0	1.9759401	0	0	1.825899	1.4424767	0	0	0	1.6439891	0	0	1.1354821	0	0	1.1573929	0	0.7956823	1.3116999	0	1.8758317	0	0	1.174572	0	1.3259505	1.762697	0.8282013	0
OSTEOCLAST DIFFERENTIATION%KEGG%HSA04380	0	1.9745612	1.3447664	0	1.496048	0	1.3024085	0	0	0	0.7703367	1.9065616	0	0	1.0345495	0	0	0	0.67491543	0	1.7320474	0	1.127517	2.3437078	1.6366321	0.57460237	2.104765	1.1210359	1.8475778
HISTONE EXCHANGE%GO%GO:0043486	1.6396425	1.9693326	0	0	1.970015	1.7221087	0	1.5194453	0	2.1201322	0	0	1.9523802	0	0	1.8048145	0	1.8168718	1.2436045	0	1.9351426	0	0	0	0	1.6046042	1.9857488	1.1053747	0
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336	1.5931243	1.9674325	0	0	1.9976009	1.6842312	0	1.4563628	0	2.0943506	0	0	1.9399208	0	0	1.787196	0	1.7544438	1.343253	0	1.9977233	0	0	0	0	1.6631335	2.0272558	1.2234194	0
NCRNA PROCESSING%GO%GO:0034470	1.1646072	1.9666817	0	0	2.146685	1.5944341	0	0	0	1.8715241	0	0	0	0	0	1.4535186	0	1.6665248	1.0050455	0	1.7994784	0	0	0	0	1.310461	1.4481119	1.8100404	0
CHROMATIN DISASSEMBLY%GO%GO:0031498	1.01425	1.9665383	0	0	1.889356	1.8151406	0	0	0	1.5695596	0	0	1.4175619	0	0	1.6141609	0	0	1.3841149	0	1.8559898	0	0	1.4119166	0	1.3457537	1.9102757	1.1748408	0
INTERNAL PROTEIN AMINO ACID ACETYLATION%GO%GO:0006475	0	1.9652867	0	0	2.116173	1.3606615	0	0	0	1.4470941	0	0	1.4958594	0	0	1.2904344	0	0.7727471	1.4327798	0	1.925868	0	0	1.2070343	0	1.018096	1.8119116	0.7415001	0
RECOMBINATIONAL REPAIR%GO%GO:0000725	1.3544	1.9640156	0	0.8087399	1.900243	1.5627979	0	0	0	1.5814929	0	0	0	0	0	1.3991381	0	1.1322432	0.8590678	0	1.7196873	0	0	0.8560418	0	1.1837641	1.5305239	0.71644664	0
MRNA CAPPING%REACTOME%REACT_1470.4	1.3373644	1.9628516	0	0.6795988	2.0348723	1.7072837	0	0	0	1.6776593	0	0	0	0	0	1.0799015	0	0	1.2130324	0	1.6961774	0	0	1.7554818	0	1.207738	1.8568914	0.882772	0
INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GO%GO:0060333	0	1.961509	0	1.0855435	1.6199799	0	2.1154149	0	0	0	0	1.4491286	0	0	0	0	0	0	0	0	1.4012296	1.2802327	2.345902	2.1512895	2.0897512	0.87313926	1.8346648	1.0660557	0
TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME%REACT_338.2	1.0651304	1.9602228	0	0	2.280379	1.9687989	0	1.1978539	0	1.6554219	0	0	0.8963582	0	0	1.2214084	0	1.0247176	1.400005	0	1.9856948	0	0	2.0117683	0	1.7525096	2.053056	1.663639	0
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%REACT_6346.4	1.3912573	1.9599979	0	0	2.0648513	1.8194381	0	0	0	1.756752	0	0	0	0	0	1.3471385	0	0.8874436	1.2458321	0	1.7037785	0	0	1.8928708	0	1.2587171	1.9357512	0.9634402	0
INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS%REACTOME%REACT_6916.4	0	1.9599897	0	0	2.1786795	1.939699	0	1.5484579	0	1.6233585	0	0	0.83738756	0	0	1.1603583	0	0.9023986	1.3899629	0	1.9359951	0	0	1.7628162	0	1.7609959	1.9402515	1.5899805	0
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367	1.2697959	1.9583191	0	0	1.8727933	1.5156008	0	0	0	1.768167	0	0	1.2230679	0	0	1.4144411	0	0.78102607	1.2210175	0	1.8053151	0	0	1.5315838	0	1.2590052	1.779942	0.9474766	0
NCRNA METABOLIC PROCESS%GO%GO:0034660	1.0504541	1.9577264	0	0.8587752	2.1748867	1.6894886	0	0	0	1.7140317	0	0	0.89759886	0	0	1.5769756	0	1.53782	1.2741262	0	1.7360784	0	0	0	0	1.3505862	1.1239276	1.709214	0
CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508	1.5958858	1.9560807	0	0	1.9023147	1.7064348	0	1.200139	0	2.0382442	0	0	1.8976955	0	0	1.8241214	0	1.6060544	1.3497787	0	1.8499272	0	0	0	0	1.6706985	2.0681343	1.3305178	0
MRNA 3'-END PROCESSING%GO%GO:0031124	1.0676293	1.9555172	0	0	2.1375709	1.7556087	0	0	0	1.8358406	0	0	1.5363758	0	0	1.7689724	0	1.5125353	1.3734993	0	1.9795436	0	0	1.3356131	0	1.3860596	1.8605428	1.2086793	0
CYTOSOLIC DNA-SENSING PATHWAY%KEGG%HSA04623	0	1.9532825	1.5200768	0.9058127	2.0107505	0.9893721	1.1155432	0	0	0.6574545	0	0	0	0	0	0	0	0	0.8992213	0	1.709077	0	0	1.7059236	1.2094108	1.1471343	2.1632254	1.3944774	0
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283	1.6588916	1.953281	0	0	2.1395493	1.7974133	0	0	0	1.7717695	0	0	0	0	0	1.426472	0	1.2697406	1.3050741	0	1.7724754	0	0	1.8604794	0	1.2490441	1.7810917	0	0
HEXOSE UPTAKE%REACTOME%REACT_9441.2	0	1.9531021	0	0	1.9820353	1.4462434	0	1.5435102	0	1.0939959	0	0	0.81471044	0	0	1.012296	0	0.80289316	1.4590225	0	1.6319022	0	0	1.6668019	0	1.4893737	1.8108499	1.1474389	0
RNA TRANSPORT%KEGG%HSA03013	1.062903	1.9528873	0	0.81241244	2.1034029	1.866766	0	0	0	1.856157	0	0	1.5243374	0	0	1.5474384	0	1.4282178	1.314364	0	1.782439	0	0	1.2836888	0	1.6530638	1.6921815	1.5741199	0
NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3	1.5670706	1.9520415	0	0	2.0908184	1.7240157	0	0	0	1.805493	0	0	0	0	0	1.5147616	0	1.3552091	1.3261769	0	1.8062901	0	0	1.7155797	0	1.238847	1.6448343	0.7264482	0
PROTEIN ACYLATION%GO%GO:0043543	0	1.951085	0	0.7000312	2.0953412	1.3451252	0	0	0	1.349728	0	0	1.4878587	0	0	1.2107579	0	0.88957417	1.3778279	0	1.9823177	0	0	1.1946472	0	1.0559009	1.8517301	0.8083787	0
ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044	1.4673676	1.9495437	0	0	1.8610216	1.6777908	0	1.2724036	0	1.9618335	0	0	2.0145712	0	0	1.7817506	0	1.6275576	1.3557156	0	1.8327295	0	0	0	0	1.4380476	1.9934918	1.1541387	0
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GO%GO:0022613	1.434552	1.9484813	0	0	2.2675347	1.8021092	0	0	0	2.055285	0	0	1.5744543	0	0	1.7380474	0	1.6922874	1.2137768	0	1.8879133	0	0	1.0587261	0	1.3259434	1.912991	1.5981196	0
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5	1.2341541	1.9466976	0	0.774316	1.9964691	1.6994147	0	0	0	1.6438657	0	0	0	0	0	0.9952716	0	0	1.1424544	0	1.6781223	0	0	1.661794	0	1.1830294	1.8005912	0.80128884	0
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724	1.5952098	1.9465386	0	0	2.0114987	1.6918623	0	1.4385786	0	2.0750148	0	0	1.9383597	0	0	1.7949623	0	1.7502782	1.3608131	0	1.9764183	0	0	0	0	1.6517671	2.057497	1.2192878	0
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%REACT_7991.2	0	1.9462566	0	0	2.232869	1.9158856	0	1.594121	0	1.5123798	0	0	0.94086504	0	0	1.042736	0	0.8572491	1.4401734	0	2.0242436	0	0	1.738772	0	1.5976827	2.0706534	1.6015608	0
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	1.1676265	1.9450905	0	0	1.8673351	1.3917569	0	0	0	1.2094499	0	0	1.213551	0	0	1.0190389	0	1.2152503	0.8127023	0	1.7135048	0	0	1.4062719	0	1.2518957	1.8245018	1.1537099	0
TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%REACT_6248.3	0	1.9450561	0	0	2.1781976	1.863261	0	1.6475211	0	1.5177574	0	0	0.89801025	0	0	0.9675217	0	0	1.3981675	0	2.0002637	0	0	1.7893546	0	1.7710786	1.924257	1.587385	0
INTERFERON GAMMA SIGNALING%REACTOME%REACT_25078.1	0.8959904	1.9444566	0	0.99785274	1.640027	0	2.0763147	0	0	0	0	1.3487024	0	0	0	0	0	0	0	0	1.4242909	1.5244157	2.2975159	2.0891047	2.2492273	0.88466173	1.8688469	0.9410462	0
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRONLESS TRANSCRIPT%REACTOME%REACT_1835.3	1.0786221	1.942174	0	0	2.3295228	1.937199	0	1.1936467	0	1.6553409	0	0	0.9233184	0	0	1.1968106	0	1.0401984	1.4056321	0	1.9750595	0	0	2.0033014	0	1.7328514	2.0678885	1.6880352	0
