	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
RENAL CELL CARCINOMA%KEGG%HSA05211	0	0.75446975	0	1.4171607	1.9317245	1.2555952	0.8398512
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GO%GO:0008543	0	0.95202535	0	1.24862	1.9289527	0.98054856	0
GASTRIC ACID SECRETION%KEGG%HSA04971	0	0	0	0	1.9270192	1.2142142	0
FRS2-MEDIATED ACTIVATION%REACTOME%REACT_12076.4	0	0.77284014	0	1.361052	1.9259825	1.2836773	0.9520376
REGULATION OF AXONOGENESIS%GO%GO:0050770	0.68453944	0.9627283	0	1.1429846	1.9243767	0.6928864	0
DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME%REACT_120727.3	0	0.9662271	1.1286255	1.4036866	1.9239222	1.2648971	0.87574357
ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%REACT_549.3	0	0	1.0976331	1.4184237	1.9238442	1.1044941	1.152142
INTEGRATION OF ENERGY METABOLISM%REACTOME%REACT_1505.2	0	0.63833475	0	1.2405449	1.9226292	1.2243681	0
SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY	0	0	1.3470312	0.88863	1.9186983	0	0
GLUCAGON-TYPE LIGAND RECEPTORS%REACTOME%REACT_18377.1	0.9058261	0.64483756	0	0.5413237	1.9133487	0.9263849	0
INHIBITION OF INSULIN SECRETION BY ADRENALINE NORADRENALINE%REACTOME%REACT_18339.2	0	0	0	0.5373837	1.9116838	1.2592938	0
AQUAPORIN-MEDIATED TRANSPORT%REACTOME%REACT_23887.1	0	0.6197823	0.89712185	1.053567	1.9073222	1.4028474	0
G-PROTEIN ACTIVATION%REACTOME%REACT_15457.1	0	0	0	0	1.9059466	0	0
LONG-TERM POTENTIATION%KEGG%HSA04720	0	0	0	0.9994739	1.9052505	1.1174688	0
REGULATION OF LYASE ACTIVITY%GO%GO:0051339	1.0120761	0	0.9835586	0.49043277	1.9048201	0.86302793	0
REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GO%GO:0006140	1.095592	0.7660621	0	0.96464086	1.9041567	1.0364482	0
PROLONGED ERK ACTIVATION EVENTS%REACTOME%REACT_12005.2	0	0.90443516	0	1.4694308	1.9039434	1.3659803	0.97885567
CELLULAR RESPONSE TO GLUCAGON STIMULUS%GO%GO:0071377	0	0.68283564	0	1.2115803	1.9003822	1.3518981	0
CELLULAR RESPONSE TO FIBROBLAST GROWTH FACTOR STIMULUS%GO%GO:0044344	0	0.9117567	0	1.1929764	1.8998213	0.93514866	0
ERBB SIGNALING PATHWAY%KEGG%HSA04012	0	0	0	0.85692024	1.8967098	0.7764633	0
RESPONSE TO FIBROBLAST GROWTH FACTOR STIMULUS%GO%GO:0071774	0	0.91000897	0	1.1901758	1.8955204	0.9453057	0
AXON CARGO TRANSPORT%GO%GO:0008088	0	0.9026652	0	0	1.8940476	0	0
GTP CATABOLIC PROCESS%GO%GO:0006184	0	1.0091271	1.7832421	1.6404507	1.8937552	0	0
REGULATION OF WATER BALANCE BY RENAL AQUAPORINS%REACTOME%REACT_24023.1	0	0.59946996	0.78256273	0.9846472	1.8928869	1.4405442	0
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GO%GO:1900542	1.0791032	0.7207042	0	0.9158902	1.8924104	1.0107564	0
REGULATION OF INSULIN SECRETION%REACTOME%REACT_18325.4	0	0	0	1.1683558	1.8903135	1.183294	0
CLASS I PI3K SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS I PI3K SIGNALING EVENTS	0	0	0	1.1475787	1.8884043	0.8108189	0.72343713
CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF CAMKII%REACTOME%REACT_20642.3	0.76245695	0	0	0	1.8873312	1.3803831	0.8237222
METENCEPHALON DEVELOPMENT%GO%GO:0022037	1.10326	0.7453223	1.0663463	0.9650155	1.886555	1.2357811	1.3346419
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	0	0	1.1175858	0.86140966	1.8826549	0	0
L-AMINO ACID TRANSPORT%GO%GO:0015807	0.913015	0.5746218	0	0.70448476	1.8784469	1.0593399	1.2055429
LKB1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LKB1 SIGNALING EVENTS	0	1.2405335	0	1.410231	1.8759444	1.0328252	0
RESPONSE TO GLUCAGON STIMULUS%GO%GO:0033762	0	0.686055	0	1.225995	1.8747984	1.3463962	0
BIOCARTA_PTDINS_PATHWAY%MSIGDB_C2%BIOCARTA_PTDINS_PATHWAY	1.0304577	0	0	0	1.8742435	1.0516192	0
EPHRIN B REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN B REVERSE SIGNALING	0.889423	0.81310654	0	1.057558	1.87022	0.63086283	0.8438523
WNT SIGNALING PATHWAY%KEGG%HSA04310	0	0.7864463	0	1.0904253	1.869474	1.3023146	0
UNBLOCKING OF NMDA RECEPTOR, GLUTAMATE BINDING AND ACTIVATION%REACTOME%REACT_20594.2	0	0	0	0	1.8694054	1.4104636	0
TASTE TRANSDUCTION%KEGG%HSA04742	0	0.56039023	0	0.7170254	1.8667638	1.0503151	0
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%REACT_1665.4	0	0.67824864	0	1.2197366	1.8662531	1.3517388	0
RAP1 SIGNALLING%REACTOME%REACT_23898.1	0	0	1.281626	1.3430463	1.8641164	1.0059023	0
REGULATION OF GTP CATABOLIC PROCESS%GO%GO:0033124	1.0179305	0.8094238	0	0.91386765	1.8635046	0.9281428	0
DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS%GO%GO:0060560	1.1390231	1.0878999	0	1.5280715	1.8621432	1.2335516	0
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GO%GO:0031110	0	1.1371678	0	0.8810382	1.8614299	0.7243476	0.98746157
AXON GUIDANCE%REACTOME%REACT_18266.1	1.1630822	0.7271428	0	0	1.8613619	1.1242383	0
GUANOSINE-CONTAINING COMPOUND CATABOLIC PROCESS%GO%GO:1901069	0	1.0205308	1.7600852	1.6402837	1.8589009	0	0
AMINE LIGAND-BINDING RECEPTORS%REACTOME%REACT_16983.1	1.4064157	0	1.4859129	0	1.8587135	1.7281849	0
NEGATIVE REGULATION OF NEUROGENESIS%GO%GO:0050768	0	0.75409544	0	1.317227	1.8569541	0.82348657	0
MELANOMA%KEGG%HSA05218	0	0.7279605	0	1.2649418	1.8546587	1.0037236	0.909234
NEGATIVE REGULATION OF FGFR SIGNALING%REACTOME%REACT_111184.1	0	1.0159454	0	1.5200862	1.8534824	1.177784	0
REGULATION OF GTPASE ACTIVITY%GO%GO:0043087	1.03654	0.7871165	0	0.8727556	1.8530406	0.9015664	0
CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GO%GO:0021954	1.2639738	0.9945517	0	0.9555458	1.85181	1.3439379	0
ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS	0	0.6458787	0	0.9128302	1.8486311	0	0
SYNDECAN-3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-3-MEDIATED SIGNALING EVENTS	1.4923835	1.2394902	0	1.2475382	1.8448485	0	0.5904614
REGULATION OF RAS GTPASE ACTIVITY%GO%GO:0032318	0.80575407	0.7428223	0	0.8935899	1.8417975	0.98519605	0
SPINAL CORD DEVELOPMENT%GO%GO:0021510	0.85260975	0.79596424	0	1.2812424	1.8415416	1.0534489	0
SIGNALING BY ROBO RECEPTOR%REACTOME%REACT_19351.1	0.8582193	0.72120684	0	0.8941613	1.8413907	0.70213264	0
NEURAL PRECURSOR CELL PROLIFERATION%GO%GO:0061351	0	1.065483	0	1.1067058	1.8387924	0.9103245	0
GTP METABOLIC PROCESS%GO%GO:0046039	0	1.0043194	1.777552	1.6094657	1.8346565	0	0
BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY	0	1.0527066	0	1.2411426	1.8330833	1.1588429	0
REGULATION OF NUCLEOSIDE METABOLIC PROCESS%GO%GO:0009118	1.0399342	0.77745783	0	0.99270713	1.8263243	1.0557561	0
CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT	0	1.0464896	0	1.335921	1.8210669	1.2866908	0
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME%REACT_20593.2	0.9131525	0	0	0	1.8207221	1.0341853	0.7124993
SIGNALING BY GPCR%REACTOME%REACT_14797.3	0.7582067	0	0	0.6434225	1.8199706	0.7379762	0
OOCYTE MEIOSIS%KEGG%HSA04114	0	1.1022606	0	1.1562395	1.819756	1.2944843	0
POSITIVE REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031646	0.93875706	0	1.0662166	0.8564627	1.8165636	0.61461973	0
REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0030811	1.0496792	0.7844816	0	0.9900497	1.8161377	1.0605023	0
NEUROMUSCULAR PROCESS%GO%GO:0050905	1.0560291	0.7693888	1.4216205	0.9410226	1.8138005	1.243105	0
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	0	0.81188834	0	0.7728071	1.8134902	1.0589736	0
CAM PATHWAY%REACTOME%REACT_9053.3	0	0.76352763	0	1.0815722	1.8115836	1.2457588	0
RAS ACTIVATION UOPN CA2+ INFUX THROUGH NMDA RECEPTOR%REACTOME%REACT_20546.1	0	0	0	0	1.8115095	1.4119031	0.9119895
REGULATION OF DENDRITE DEVELOPMENT%GO%GO:0050773	0.82838666	0.7153828	0	0	1.8069328	1.2513849	0.8051234
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	0.7263625	1.2727352	0	1.2848616	1.8064053	1.3490814	0.7804893
BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY	0	0	0	0	1.8047744	1.2551967	0
REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GO%GO:0010769	0	1.0507607	0	1.0894479	1.8035814	1.241178	0
G ALPHA (Z) SIGNALLING EVENTS%REACTOME%REACT_19333.3	0	0	0	0	1.8029127	0.7546562	0
PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR%REACTOME%REACT_23946.1	0	0.6311239	0	0.617718	1.8017921	0.95478153	0
REGULATION OF SYNAPSE ASSEMBLY%GO%GO:0051963	1.6460316	1.1462387	0	0.8750215	1.801435	1.424109	0
GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_12591.4	1.4526454	0	0	0	1.8001454	0	0.75700855
EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GO%GO:0007173	0	0.96603817	0	1.1018919	1.7986834	0.9244187	0
REGULATION OF PURINE NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0033121	1.0566541	0.78076273	0	0.99625987	1.7976915	1.0629747	0
MICROTUBULE-BASED MOVEMENT%GO%GO:0007018	0	1.3721814	0	0	1.7976767	0.84200805	0
INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME%REACT_25004.1	0	0.41157985	0	0.6206132	1.7960256	1.0591607	0
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0	0.99626607	0	1.3043697	1.7949265	1.0991877	0.8575323
SIGNALING BY FGFR%REACTOME%REACT_9470.8	0	0.84627473	0	1.1652675	1.793479	1.0748929	0
ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75831.1	0	0.41115725	0	0.6180001	1.792152	1.0503328	0
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031345	0.7743875	0.79013354	0	1.1496742	1.7910966	0.8947009	0
POSITIVE REGULATION OF GTPASE ACTIVITY%GO%GO:0043547	0.89893836	0.6703803	0	0.8676806	1.7897193	0.81328535	0
INOSITOL LIPID-MEDIATED SIGNALING%GO%GO:0048017	1.3692547	1.1886846	0	1.3904738	1.7894341	1.3568186	0.9386826
S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY	0.78138167	0	1.3445071	1.015377	1.7891954	0	0
THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME%REACT_21384.2	0	0	0	0.91931874	1.7883033	0	0
EMBRYONIC EPITHELIAL TUBE FORMATION%GO%GO:0001838	0.98245794	1.1172208	0	1.1797001	1.788006	1.4605275	0.87407184
VASOPRESSIN-REGULATED WATER REABSORPTION%KEGG%HSA04962	0	0.9421691	0	1.334799	1.7878883	0.9606795	0
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GO%GO:0048015	1.3747518	1.1964533	0	1.4011189	1.7861335	1.3518664	0.94400436
INTRACELLULAR TRANSPORT OF VIRAL MATERIAL%GO%GO:0075733	0	1.5240691	0	1.5627401	1.7849051	1.1936353	0
PLATELET HOMEOSTASIS%REACTOME%REACT_23876.2	1.255827	0	0	0	1.7848784	1.0767956	0
G2/M TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000086	0	1.412373	0	1.3399624	1.7842635	1.1757905	0
G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75780.1	0	0.41324788	0	0.62719524	1.7842011	1.0497712	0
RENAL TUBULE DEVELOPMENT%GO%GO:0061326	1.0188328	0.71578485	0.8738205	1.0543178	1.7839928	0.45048574	0
GUANOSINE-CONTAINING COMPOUND METABOLIC PROCESS%GO%GO:1901068	0	0.9945403	1.743262	1.6169449	1.7810385	0	0
MICROTUBULE BUNDLE FORMATION%GO%GO:0001578	0	0.91894084	0.7983532	0	1.7808347	1.1699532	0
CENTROSOME MATURATION%REACTOME%REACT_15479.1	0	1.5879506	0	1.4472682	1.7801157	1.482734	0
CALMODULIN INDUCED EVENTS%REACTOME%REACT_9000.3	0	0.7653492	0	1.0767046	1.7796079	1.2486854	0
EPHB FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHB FORWARD SIGNALING	0.9400755	0.8973527	1.3033628	1.3140727	1.7786262	0.9336722	0
PRESYNAPTIC FUNCTION OF KAINATE RECEPTORS%REACTOME%REACT_21254.1	0	0.6271317	0	0.6146929	1.7784187	0.7984941	0
POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT%GO%GO:0010976	0.82612383	0.69445574	0	0.77087075	1.7774824	1.2018274	0
EGFR DOWNREGULATION%REACTOME%REACT_12484.1	0	1.3679824	1.1437885	1.2201022	1.7774811	0	0
THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_111083.1	0	0.9782098	0	1.2328584	0	2.4160817	1.4395177
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GO%GO:0006120	0	0.8224506	0	1.3885267	0	2.3987231	1.4163802
RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME%REACT_6305.3	0	0.8593603	0	1.2427593	0	2.3968856	1.6157299
CELLULAR RESPIRATION%GO%GO:0045333	0	1.0271028	0	1.1559585	0	2.3800797	1.536392
ELECTRON TRANSPORT CHAIN%GO%GO:0022900	0	0.8901781	0	1.1649414	0	2.3556046	1.6011219
RESPIRATORY ELECTRON TRANSPORT CHAIN%GO%GO:0022904	0	0.90477943	0	1.1633855	0	2.352695	1.595964
RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_22393.2	0	0.84984386	0	1.1217169	0	2.350291	1.5597299
OXIDATIVE PHOSPHORYLATION%GO%GO:0006119	0	0.8643387	0	1.2827822	0	2.3464956	1.4293143
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042773	0	0.75032145	0	1.3623266	0	2.32393	1.3211418
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042775	0	0.7428888	0	1.3538377	0	2.28609	1.3422099
MUSCLE FILAMENT SLIDING%GO%GO:0030049	0	0	1.6582623	0	0	2.2449937	1.5721914
STRIATED MUSCLE CONTRACTION%REACTOME%REACT_16969.2	0	0	1.6689478	0	0	2.2211266	1.5600371
ACTIN-MYOSIN FILAMENT SLIDING%GO%GO:0033275	0	0	1.7001572	0	0	2.2170594	1.5782499
REGULATION OF CARDIAC MUSCLE CELL MEMBRANE POTENTIAL%GO%GO:0086036	1.1389222	0	1.3438805	0	0	2.2107944	0
CARDIAC MUSCLE CONTRACTION%KEGG%HSA04260	0	0	0	0	1.1103077	2.191786	1.173969
PARKINSON'S DISEASE%KEGG%HSA05012	0	0.797884	0	1.273557	0	2.167978	1.2562786
ACTIN-MEDIATED CELL CONTRACTION%GO%GO:0070252	0	0	1.6138378	0	0	2.1466255	1.5895479
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GO%GO:0086001	1.323261	0	1.4133554	0	0	2.1375082	0
CARDIAC CELL DEVELOPMENT%GO%GO:0055006	0.70088756	0.5521697	0	1.2568129	1.0176934	2.1143825	0
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055008	0.8954503	0	1.4530534	1.4136113	0.7397205	2.111294	1.2897935
CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0048738	0.7713278	0	0.93929595	1.3157048	0.7643384	2.0627513	1.0039945
MUSCLE CELL DEVELOPMENT%GO%GO:0055001	0.7847671	0	0	0.66456974	0.86153626	2.0483747	0
CARDIAC CHAMBER DEVELOPMENT%GO%GO:0003205	0.71112776	0.6210561	1.2166408	1.6005989	1.0453331	2.0477285	1.2050154
VENTRICULAR CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0003229	0.78836805	0	1.6562442	1.558823	0.8388577	2.0395627	1.4015212
REGULATION OF STRIATED MUSCLE CONTRACTION%GO%GO:0006942	1.3046241	0.5579017	1.4100932	0.92159826	1.0855358	2.0283744	1.3660481
VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055010	0.8003831	0	1.6676661	1.576821	0.83558226	2.0275345	1.377757
REGULATION OF CARDIAC MUSCLE CONTRACTION%GO%GO:0055117	1.4914033	0.77546215	1.3496101	0.78923625	0.740515	2.0266511	1.1866257
MUSCLE ORGAN MORPHOGENESIS%GO%GO:0048644	0.97318906	0	1.3882927	1.3578393	0	2.0243976	1.2245803
MUSCLE TISSUE MORPHOGENESIS%GO%GO:0060415	0.96335834	0	1.3943176	1.3687031	0	2.0126736	1.2356182
REGULATION OF HEART CONTRACTION%GO%GO:0008016	1.2176281	0.5382946	1.4672158	0.76584584	1.2257988	2.0090573	1.152108
STRIATED MUSCLE CONTRACTION%GO%GO:0006941	0	0	0	0.9377936	1.0215981	2.003796	1.0701815
REGULATION OF HEART RATE%GO%GO:0002027	1.342924	0	1.2804986	0	0.8762794	2.002078	0.7674957
CARDIOCYTE DIFFERENTIATION%GO%GO:0035051	0.5645704	1.0551076	0	1.2914991	1.1825376	1.9903454	0.7885719
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GO%GO:0086002	1.5300815	0	1.4848957	0	0	1.9856597	0
CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GO%GO:0086065	1.3474103	0	1.3615927	0	0.81750584	1.9684238	0.9401088
REGULATION OF MUSCLE CONTRACTION%GO%GO:0006937	1.4376626	0	1.0686	0	0	1.9636524	1.1552176
STRIATED MUSCLE CELL DEVELOPMENT%GO%GO:0055002	0	0	0	0.64205	0.78003573	1.9508723	0
CARDIAC MUSCLE CELL DIFFERENTIATION%GO%GO:0055007	0	0.9873699	0	1.2258877	1.0531832	1.9450934	0
GLYCOLYSIS%HUMANCYC%PWY66-400	0	0	0	0	0	1.9446028	0
CARDIAC VENTRICLE MORPHOGENESIS%GO%GO:0003208	0.9146619	0.61204296	1.3867246	1.6593426	1.1274637	1.9445382	1.1195288
OXIDATIVE PHOSPHORYLATION%KEGG%HSA00190	0	0.71393085	0	0.9576922	0	1.9187552	1.1490455
CARDIAC CONDUCTION%GO%GO:0061337	1.2407277	0	1.3797073	0	0.7709817	1.9153498	0.6619707
BASAL CELL CARCINOMA%KEGG%HSA05217	1.2106498	1.370358	0.6462677	0.93747926	1.7327588	1.9129612	0
CARDIAC CHAMBER MORPHOGENESIS%GO%GO:0003206	0.7731306	0.54018784	1.1869341	1.6050904	0.98920876	1.9059243	1.1527355
PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME%REACT_1046.4	0	1.0732855	0	0.96068937	0	1.9041779	0
MYOFIBRIL ASSEMBLY%GO%GO:0030239	0	0	0	0	0	1.90407	0
AEROBIC RESPIRATION%GO%GO:0009060	0	1.0559164	0	0.83876085	0	1.9023157	1.1312785
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GO%GO:0086004	1.6078619	0.64909786	1.2702129	0	0.6323594	1.8928436	0
GLYCOLYSIS%GO%GO:0006096	0	0	0	0	0	1.8877848	0
ACTIN FILAMENT-BASED MOVEMENT%GO%GO:0030048	0	0	1.4684758	0	0.81016856	1.8829757	1.2311021
GENERATION OF PRECURSOR METABOLITES AND ENERGY%GO%GO:0006091	0	0.823121	0	0.97390044	0	1.8806282	1.1653407
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS%GO%GO:0015980	0	0.882975	0	1.0167501	0	1.8764797	1.2623252
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009142	0	1.1101615	1.2186981	1.4538792	0	1.8721842	1.3359183
CARDIAC ATRIUM DEVELOPMENT%GO%GO:0003230	0	0.8821804	0	1.2998489	1.164529	1.8691536	1.2270644
HEART MORPHOGENESIS%GO%GO:0003007	0.8191093	0.5622014	0.9902069	1.4287062	1.1216377	1.8650781	0.78062284
HEART DEVELOPMENT%GO%GO:0007507	1.0989711	0.75820684	0.8600715	1.2568403	1.3118527	1.854672	0
TRICARBOXYLIC ACID CYCLE%GO%GO:0006099	0	0.98429674	0	0.7888296	0	1.850347	0.8461133
PYRUVATE METABOLIC PROCESS%GO%GO:0006090	0	1.14975	0	0.97845733	0	1.8428527	0
ALZHEIMER'S DISEASE%KEGG%HSA05010	0	0.70461	0	1.032775	0	1.835326	0.9929925
ACTOMYOSIN STRUCTURE ORGANIZATION%GO%GO:0031032	0	0	0	0	0.9075086	1.8342044	0
CANONICAL WNT RECEPTOR SIGNALING PATHWAY%GO%GO:0060070	0.9983512	1.1256766	0.92267126	1.0635275	1.5516207	1.828925	0
PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0009152	0	0.9103818	0	1.4498959	0	1.8207893	1.2484504
REGULATION OF MRNA STABILITY%GO%GO:0043488	1.0552726	1.5391763	0	1.5393125	1.5914282	1.8207031	1.5862689
CARDIAC MUSCLE CONTRACTION%GO%GO:0060048	0	0	1.074898	1.1103821	1.1478491	1.8174295	0.9534813
MUSCLE CONTRACTION%GO%GO:0006936	0	0	1.0522819	0	0	1.8173044	0
ATP BIOSYNTHETIC PROCESS%GO%GO:0006754	0	0.9700435	1.1564915	1.2444123	0	1.815192	1.318972
PYRUVATE METABOLISM%REACTOME%REACT_2071.5	0	1.0493039	0	1.0949342	0	1.8114048	0
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009206	0	0.97935635	1.1844082	1.2496011	0	1.810225	1.3284184
HUNTINGTON'S DISEASE%KEGG%HSA05016	0	0.9921746	0	1.4163096	0	1.8099959	1.2544394
REGULATION OF MUSCLE SYSTEM PROCESS%GO%GO:0090257	1.2332461	0	0	0	0.8000199	1.8070936	1.05507
SEGMENTATION%GO%GO:0035282	1.0425798	1.3391774	1.2172916	1.43834	0.8687598	1.8060603	0.635739
RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009201	0	1.0289823	1.1189725	1.2871846	0	1.8046324	1.2579339
REGULATION OF RNA STABILITY%GO%GO:0043487	1.0289005	1.5974598	0	1.4854239	1.6444185	1.8039757	1.5524355
GLYCOLYSIS%REACTOME%REACT_1383.7	0	0	0	0.85578674	0.9477508	1.8035536	0
STRIATED MUSCLE CELL DIFFERENTIATION%GO%GO:0051146	0	0.7018314	0	0.6848985	0.9828083	1.7925256	0
DILATED CARDIOMYOPATHY%KEGG%HSA05414	0.73994666	0	1.342275	0	1.0734454	1.7895223	0.8643995
PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009145	0	0.9836649	1.183481	1.262968	0	1.7757139	1.3343765
RNA STABILIZATION%GO%GO:0043489	1.1052066	1.5134652	0	1.5078801	1.6213341	1.7614192	1.6126217
STRIATED MUSCLE TISSUE DEVELOPMENT%GO%GO:0014706	0.65005434	0.6429131	0.91286373	1.0525662	0.8758537	1.7583472	0.8222999
MUSCLE CELL DIFFERENTIATION%GO%GO:0042692	0.9323697	0.8259019	0	0.8219964	1.2073687	1.7539976	0
RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0009260	0	0.9886741	0	1.5200653	0	1.7520894	1.3076922
HEART CONTRACTION%GO%GO:0060047	0	0	0.99637264	1.1470764	0.9838883	1.751161	1.0165161
HYPERTROPHIC CARDIOMYOPATHY (HCM)%KEGG%HSA05410	0.95862037	0	1.1982604	0	0	1.750189	0
NEGATIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GO%GO:0045668	0	0	0	1.155024	0.4167991	1.7475694	0
MITOCHONDRIAL PROTEIN IMPORT%REACTOME%REACT_118595.3	0	1.4908154	0	1.4975367	0.8708012	1.7472079	1.2996697
MUSCLE CONTRACTION%REACTOME%REACT_17044.3	1.0125654	0	1.245688	0	0	1.743927	1.1043288
MUSCLE SYSTEM PROCESS%GO%GO:0003012	0	0	0	0	0	1.7425259	0
MRNA STABILIZATION%GO%GO:0048255	1.1342827	1.5080539	0	1.5135232	1.6591616	1.7405368	1.6523415
PKA ACTIVATION IN GLUCAGON SIGNALLING%REACTOME%REACT_1946.1	0	0.76354766	0	1.4528475	1.5639086	1.7369564	0
CITRIC ACID CYCLE (TCA CYCLE)%REACTOME%REACT_1785.4	0	0.91331893	0	0	0	1.7265037	0
RETINOL METABOLISM%KEGG%HSA00830	1.606689	0	0	0	0	0	2.6267815
METABOLISM OF XENOBIOTICS BY CYTOCHROME P450%KEGG%HSA00980	1.6784143	0	0	1.301631	0	0	2.567663
FATTY ACID METABOLISM%KEGG%HSA00071	0	0	0	0	0	1.1153373	2.5653558
