	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
ATP BIOSYNTHETIC PROCESS%GO%GO:0006754	0	0	0	0	0	1.815192	0
PYRUVATE METABOLISM%REACTOME%REACT_2071.5	0	0	0	0	0	1.8114048	0
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009206	0	0	0	0	0	1.810225	0
HUNTINGTON'S DISEASE%KEGG%HSA05016	0	0	0	0	0	1.8099959	0
REGULATION OF MUSCLE SYSTEM PROCESS%GO%GO:0090257	0	0	0	0	0	1.8070936	0
SEGMENTATION%GO%GO:0035282	0	0	0	0	0	1.8060603	0
RIBONUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009201	0	0	0	0	0	1.8046324	0
REGULATION OF RNA STABILITY%GO%GO:0043487	0	0	0	0	0	1.8039757	0
GLYCOLYSIS%REACTOME%REACT_1383.7	0	0	0	0	0	1.8035536	0
STRIATED MUSCLE CELL DIFFERENTIATION%GO%GO:0051146	0	0	0	0	0	1.7925256	0
DILATED CARDIOMYOPATHY%KEGG%HSA05414	0	0	0	0	0	1.7895223	0
PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009145	0	0	0	0	0	1.7757139	0
RNA STABILIZATION%GO%GO:0043489	0	0	0	0	0	1.7614192	0
STRIATED MUSCLE TISSUE DEVELOPMENT%GO%GO:0014706	0	0	0	0	0	1.7583472	0
MUSCLE CELL DIFFERENTIATION%GO%GO:0042692	0	0	0	0	0	1.7539976	0
RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0009260	0	0	0	0	0	1.7520894	0
HEART CONTRACTION%GO%GO:0060047	0	0	0	0	0	1.751161	0
HYPERTROPHIC CARDIOMYOPATHY (HCM)%KEGG%HSA05410	0	0	0	0	0	1.750189	0
NEGATIVE REGULATION OF OSTEOBLAST DIFFERENTIATION%GO%GO:0045668	0	0	0	0	0	1.7475694	0
MITOCHONDRIAL PROTEIN IMPORT%REACTOME%REACT_118595.3	0	0	0	0	0	1.7472079	0
MUSCLE CONTRACTION%REACTOME%REACT_17044.3	0	0	0	0	0	1.743927	0
MUSCLE SYSTEM PROCESS%GO%GO:0003012	0	0	0	0	0	1.7425259	0
MRNA STABILIZATION%GO%GO:0048255	0	0	0	0	0	1.7405368	0
PKA ACTIVATION IN GLUCAGON SIGNALLING%REACTOME%REACT_1946.1	0	0	0	0	0	1.7369564	0
CITRIC ACID CYCLE (TCA CYCLE)%REACTOME%REACT_1785.4	0	0	0	0	0	1.7265037	0
RETINOL METABOLISM%KEGG%HSA00830	0	0	0	0	0	0	2.6267815
METABOLISM OF XENOBIOTICS BY CYTOCHROME P450%KEGG%HSA00980	0	0	0	0	0	0	2.567663
FATTY ACID METABOLISM%KEGG%HSA00071	0	0	0	0	0	0	2.5653558
MONOCARBOXYLIC ACID CATABOLIC PROCESS%GO%GO:0072329	0	0	0	0	0	0	2.5568907
FATTY ACID OXIDATION%GO%GO:0019395	0	0	0	0	0	0	2.52698
LIPID OXIDATION%GO%GO:0034440	0	0	0	0	0	0	2.5129163
PEROXISOME%KEGG%HSA04146	0	0	0	0	0	0	2.5061576
BIOLOGICAL OXIDATIONS%REACTOME%REACT_13433.2	0	0	0	0	0	0	2.4981422
FATTY ACID CATABOLIC PROCESS%GO%GO:0009062	0	0	0	0	0	0	2.4770331
ORGANIC ACID CATABOLIC PROCESS%GO%GO:0016054	0	0	0	0	0	0	2.4634788
CARBOXYLIC ACID CATABOLIC PROCESS%GO%GO:0046395	0	0	0	0	0	0	2.440325
AMINO ACID AND DERIVATIVE METABOLISM%REACTOME%REACT_13.4	0	0	0	0	0	0	2.4381723
RESPONSE TO XENOBIOTIC STIMULUS%GO%GO:0009410	0	0	0	0	0	0	2.4353657
CELLULAR RESPONSE TO XENOBIOTIC STIMULUS%GO%GO:0071466	0	0	0	0	0	0	2.4017587
XENOBIOTIC METABOLIC PROCESS%GO%GO:0006805	0	0	0	0	0	0	2.3968732
GLYCINE, SERINE AND THREONINE METABOLISM%KEGG%HSA00260	0	0	0	0	0	0	2.3964677
PHASE 1 - FUNCTIONALIZATION OF COMPOUNDS%REACTOME%REACT_13705.2	0	0	0	0	0	0	2.3929741
SERINE FAMILY AMINO ACID METABOLIC PROCESS%GO%GO:0009069	0	0	0	0	0	0	2.3684702
ALPHA-AMINO ACID METABOLIC PROCESS%GO%GO:1901605	0	0	0	0	0	0	2.3489988
FATTY ACID BETA-OXIDATION%GO%GO:0006635	0	0	0	0	0	0	2.3276932
CELLULAR HORMONE METABOLIC PROCESS%GO%GO:0034754	0	0	0	0	0	0	2.3263137
ALPHA-AMINO ACID CATABOLIC PROCESS%GO%GO:1901606	0	0	0	0	0	0	2.2743297
CYTOCHROME P450 - ARRANGED BY SUBSTRATE TYPE%REACTOME%REACT_13567.2	0	0	0	0	0	0	2.2710257
SMALL MOLECULE CATABOLIC PROCESS%GO%GO:0044282	0	0	0	0	0	0	2.2639453
PROPANOATE METABOLISM%KEGG%HSA00640	0	0	0	0	0	0	2.25915
CELLULAR AMINO ACID CATABOLIC PROCESS%GO%GO:0009063	0	0	0	0	0	0	2.2589095
SINGLE-ORGANISM CATABOLIC PROCESS%GO%GO:0044712	0	0	0	0	0	0	2.2577374
BILE ACID BIOSYNTHETIC PROCESS%GO%GO:0006699	0	0	0	0	0	0	2.2502718
STEROID HORMONE BIOSYNTHESIS%KEGG%HSA00140	0	0	0	0	0	0	2.2250164
STEROID METABOLIC PROCESS%GO%GO:0008202	0	0	0	0	0	0	2.2149112
PRIMARY BILE ACID BIOSYNTHESIS%KEGG%HSA00120	0	0	0	0	0	0	2.2066026
LIPID MODIFICATION%GO%GO:0030258	0	0	0	0	0	0	2.203726
FATTY ACID &BETA;-OXIDATION I%HUMANCYC%FAO-PWY	0	0	0	0	0	0	2.201979
ALPHA-AMINO ACID BIOSYNTHETIC PROCESS%GO%GO:1901607	0	0	0	0	0	0	2.198466
CELLULAR ALDEHYDE METABOLIC PROCESS%GO%GO:0006081	0	0	0	0	0	0	2.18413
CARBOXYLIC ACID BIOSYNTHETIC PROCESS%GO%GO:0046394	0	0	0	0	0	0	2.1800573
SYNTHESIS OF BILE ACIDS AND BILE SALTS%REACTOME%REACT_11054.1	0	0	0	0	0	0	2.178851
BILE ACID METABOLIC PROCESS%GO%GO:0008206	0	0	0	0	0	0	2.1766222
ORGANIC ACID BIOSYNTHETIC PROCESS%GO%GO:0016053	0	0	0	0	0	0	2.1733677
PENTOSE AND GLUCURONATE INTERCONVERSIONS%KEGG%HSA00040	0	0	0	0	0	0	2.1631823
BILE ACID AND BILE SALT METABOLISM%REACTOME%REACT_11040.2	0	0	0	0	0	0	2.1536455
FATTY ACID METABOLIC PROCESS%GO%GO:0006631	0	0	0	0	0	0	2.1490867
BETA-ALANINE METABOLISM%KEGG%HSA00410	0	0	0	0	0	0	2.1409037
SMALL MOLECULE BIOSYNTHETIC PROCESS%GO%GO:0044283	0	0	0	0	0	0	2.1322677
FATTY-ACYL-COA METABOLIC PROCESS%GO%GO:0035337	0	0	0	0	0	0	2.1269352
MONOCARBOXYLIC ACID METABOLIC PROCESS%GO%GO:0032787	0	0	0	0	0	0	2.1251616
PEROXISOMAL LIPID METABOLISM%REACTOME%REACT_16957.2	0	0	0	0	0	0	2.1221826
SINGLE-ORGANISM BIOSYNTHETIC PROCESS%GO%GO:0044711	0	0	0	0	0	0	2.1015944
PORPHYRIN AND CHLOROPHYLL METABOLISM%KEGG%HSA00860	0	0	0	0	0	0	2.10089
CELLULAR AMINO ACID BIOSYNTHETIC PROCESS%GO%GO:0008652	0	0	0	0	0	0	2.090997
VALINE, LEUCINE AND ISOLEUCINE DEGRADATION%KEGG%HSA00280	0	0	0	0	0	0	2.0903368
REGULATION OF TRANSCRIPTION INVOLVED IN G1/S PHASE OF MITOTIC CELL CYCLE%GO%GO:0000083	0	0	0	0	0	0	2.0784707
HORMONE METABOLIC PROCESS%GO%GO:0042445	0	0	0	0	0	0	2.0705233
FATTY ACYL-COA BIOSYNTHESIS%REACTOME%REACT_1319.2	0	0	0	0	0	0	2.0676122
CELLULAR AMINO ACID METABOLIC PROCESS%GO%GO:0006520	0	0	0	0	0	0	2.053768
LONG-CHAIN FATTY-ACYL-COA METABOLIC PROCESS%GO%GO:0035336	0	0	0	0	0	0	2.0505486
SULFUR AMINO ACID METABOLIC PROCESS%GO%GO:0000096	0	0	0	0	0	0	2.0499399
HISTIDINE METABOLISM%KEGG%HSA00340	0	0	0	0	0	0	2.0468218
G1 S-SPECIFIC TRANSCRIPTION%REACTOME%REACT_683.3	0	0	0	0	0	0	2.0418813
LONG-CHAIN FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GO%GO:0035338	0	0	0	0	0	0	2.0400267
ALANINE, ASPARTATE AND GLUTAMATE METABOLISM%KEGG%HSA00250	0	0	0	0	0	0	2.0385628
THIOESTER METABOLIC PROCESS%GO%GO:0035383	0	0	0	0	0	0	2.0315812
MITOCHONDRIAL FATTY ACID BETA-OXIDATION%REACTOME%REACT_1473.1	0	0	0	0	0	0	2.0280802
ONE CARBON POOL BY FOLATE%KEGG%HSA00670	0	0	0	0	0	0	2.0254393
ACYL-COA METABOLIC PROCESS%GO%GO:0006637	0	0	0	0	0	0	2.0209262
ARGININE AND PROLINE METABOLISM%KEGG%HSA00330	0	0	0	0	0	0	2.0167239
PRIMARY ALCOHOL METABOLIC PROCESS%GO%GO:0034308	0	0	0	0	0	0	2.0122645
REGULATION OF HORMONE LEVELS%GO%GO:0010817	0	0	0	0	0	0	2.0092106
FATTY-ACYL-COA BIOSYNTHETIC PROCESS%GO%GO:0046949	0	0	0	0	0	0	2.0040574
CELLULAR LIPID CATABOLIC PROCESS%GO%GO:0044242	0	0	0	0	0	0	2.002393
LIPID CATABOLIC PROCESS%GO%GO:0016042	0	0	0	0	0	0	1.9988632
DICARBOXYLIC ACID METABOLIC PROCESS%GO%GO:0043648	0	0	0	0	0	0	1.9859991
MINERAL ABSORPTION%KEGG%HSA04978	0	0	0	0	0	0	1.9691415
BUTANOATE METABOLISM%KEGG%HSA00650	0	0	0	0	0	0	1.9598545
SULFUR AMINO ACID METABOLISM%REACTOME%REACT_115639.1	0	0	0	0	0	0	1.9580854
GLUTAMINE FAMILY AMINO ACID METABOLIC PROCESS%GO%GO:0009064	0	0	0	0	0	0	1.9441686
AROMATIC AMINO ACID FAMILY CATABOLIC PROCESS%GO%GO:0009074	0	0	0	0	0	0	1.9338558
ORGANIC HYDROXY COMPOUND BIOSYNTHETIC PROCESS%GO%GO:1901617	0	0	0	0	0	0	1.9336246
TRYPTOPHAN METABOLISM%KEGG%HSA00380	0	0	0	0	0	0	1.9314758
TYROSINE METABOLISM%KEGG%HSA00350	0	0	0	0	0	0	1.925573
CYSTEINE AND METHIONINE METABOLISM%KEGG%HSA00270	0	0	0	0	0	0	1.9175766
PHENYLALANINE METABOLISM%KEGG%HSA00360	0	0	0	0	0	0	1.9017208
ANDROGEN METABOLIC PROCESS%GO%GO:0008209	0	0	0	0	0	0	1.8998463
ISOPRENOID METABOLIC PROCESS%GO%GO:0006720	0	0	0	0	0	0	1.8935139
COFACTOR METABOLIC PROCESS%GO%GO:0051186	0	0	0	0	0	0	1.8902175
MONOCARBOXYLIC ACID BIOSYNTHETIC PROCESS%GO%GO:0072330	0	0	0	0	0	0	1.8855027
PLASMA LIPOPROTEIN PARTICLE ORGANIZATION%GO%GO:0071827	0	0	0	0	0	0	1.8776388
GLUTAMATE METABOLIC PROCESS%GO%GO:0006536	0	0	0	0	0	0	1.8695735
PROTEIN-LIPID COMPLEX SUBUNIT ORGANIZATION%GO%GO:0071825	0	0	0	0	0	0	1.85667
COENZYME METABOLIC PROCESS%GO%GO:0006732	0	0	0	0	0	0	1.8384372
OXIDATION-REDUCTION PROCESS%GO%GO:0055114	0	0	0	0	0	0	1.8331741
CHOLESTEROL HOMEOSTASIS%GO%GO:0042632	0	0	0	0	0	0	1.827231
ACYLGLYCEROL HOMEOSTASIS%GO%GO:0055090	0	0	0	0	0	0	1.8251494
STEROL HOMEOSTASIS%GO%GO:0055092	0	0	0	0	0	0	1.8202704
SULFUR COMPOUND METABOLIC PROCESS%GO%GO:0006790	0	0	0	0	0	0	1.8188288
PYRIMIDINE NUCLEOSIDE METABOLIC PROCESS%GO%GO:0006213	0	0	0	0	0	0	1.8150685
FAT-SOLUBLE VITAMIN METABOLIC PROCESS%GO%GO:0006775	0	0	0	0	0	0	1.8087918
AROMATIC AMINO ACID FAMILY METABOLIC PROCESS%GO%GO:0009072	0	0	0	0	0	0	1.8064326
PROTEIN EXPORT%KEGG%HSA03060	0	0	0	0	0	0	1.8026981
TRIGLYCERIDE HOMEOSTASIS%GO%GO:0070328	0	0	0	0	0	0	1.8020159
ANTIGEN PROCESSING-CROSS PRESENTATION%REACTOME%REACT_111119.1	0	0	0	0	0	0	1.7927885
TETRAPYRROLE BIOSYNTHETIC PROCESS%GO%GO:0033014	0	0	0	0	0	0	1.7915306
ER-ASSOCIATED PROTEIN CATABOLIC PROCESS%GO%GO:0030433	0	0	0	0	0	0	1.7912602
CELLULAR MODIFIED AMINO ACID METABOLIC PROCESS%GO%GO:0006575	0	0	0	0	0	0	1.7904013
PORPHYRIN-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GO%GO:0006779	0	0	0	0	0	0	1.7898921
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I%GO%GO:0042590	0	0	0	0	0	0	1.7876354
FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FOXA2 AND FOXA3 TRANSCRIPTION FACTOR NETWORKS	0	0	0	0	0	0	1.7851737
HYDROGEN PEROXIDE METABOLIC PROCESS%GO%GO:0042743	0	0	0	0	0	0	1.7834253
GLYOXYLATE AND DICARBOXYLATE METABOLISM%KEGG%HSA00630	0	0	0	0	0	0	1.7818847
REVERSE CHOLESTEROL TRANSPORT%GO%GO:0043691	0	0	0	0	0	0	1.781694
HEME BIOSYNTHETIC PROCESS%GO%GO:0006783	0	0	0	0	0	0	1.7789032
TERPENOID METABOLIC PROCESS%GO%GO:0006721	0	0	0	0	0	0	1.7758056
ANATOMICAL STRUCTURE HOMEOSTASIS%GO%GO:0060249	0	0	0	0	0	0	1.773772
TETRAPYRROLE METABOLIC PROCESS%GO%GO:0033013	0	0	0	0	0	0	1.7731661
DRUG METABOLISM - OTHER ENZYMES%KEGG%HSA00983	0	0	0	0	0	0	1.7725897
CELLULAR RESPONSE TO METAL ION%GO%GO:0071248	0	0	0	0	0	0	1.7715052
ERYTHROCYTE HOMEOSTASIS%GO%GO:0034101	0	0	0	0	0	0	1.7713366
NITROGEN METABOLISM%KEGG%HSA00910	0	0	0	0	0	0	1.7655938
PYRIDINE-CONTAINING COMPOUND METABOLIC PROCESS%GO%GO:0072524	0	0	0	0	0	0	1.7621539
BILE SECRETION%KEGG%HSA04976	0	0	0	0	0	0	1.7612637
REGULATION OF PLASMA LIPOPROTEIN PARTICLE LEVELS%GO%GO:0097006	0	0	0	0	0	0	1.7517332
DITERPENOID METABOLIC PROCESS%GO%GO:0016101	0	0	0	0	0	0	1.7455442
RETINOID METABOLIC PROCESS%GO%GO:0001523	0	0	0	0	0	0	1.7417456
NADP METABOLIC PROCESS%GO%GO:0006739	0	0	0	0	0	0	1.7406379
PPAR SIGNALING PATHWAY%KEGG%HSA03320	0	0	0	0	0	0	1.738296
SINGLE-ORGANISM CARBOHYDRATE METABOLIC PROCESS%GO%GO:0044723	0	0	0	0	0	0	1.7372401
PYRIMIDINE NUCLEOBASE METABOLIC PROCESS%GO%GO:0006206	0	0	0	0	0	0	1.7355556
PURINE NUCLEOSIDE BISPHOSPHATE METABOLIC PROCESS%GO%GO:0034032	0	0	0	0	0	0	1.7339073
P38 SIGNALING MEDIATED BY MAPKAP KINASES%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%P38 SIGNALING MEDIATED BY MAPKAP KINASES	0	0	0	0	0	0	1.7297302
PLASMA LIPOPROTEIN PARTICLE REMODELING%GO%GO:0034369	0	0	0	0	0	0	1.7295265
