Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986	PROTEIN-DNA COMPLEX DISASSEMBLY%GO%GO:0032986		15	3.53582625	9.3829171	0.01	0.01	0.311	4913	tags=93%, list=25%, signal=124%
REGULATION OF B CELL PROLIFERATION%GO%GO:0030888	REGULATION OF B CELL PROLIFERATION%GO%GO:0030888		23	3.78788759	11.365048	0.01	0.01	0.4075	6414	tags=57%, list=15%, signal=67%
7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452	7-METHYLGUANOSINE RNA CAPPING%GO%GO:0009452		32	3.56478796	11.0555088	0.01	0.01	0.501833333333333	6751	tags=84%, list=27%, signal=115%
RNA POLYMERASE II TRANSCRIPTION%REACTOME%REACT_1366.2	RNA POLYMERASE II TRANSCRIPTION%REACTOME%REACT_1366.2		99	3.90828489	14.1668282	0.01	0.01	0.184	6304	tags=89%, list=38%, signal=143%
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GO%GO:0000724	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GO%GO:0000724		37	1.7547087	5.592827	0.01	0.01	0.398666666666667	5507	tags=54%, list=20%, signal=67%
TYPE I DIABETES MELLITUS%KEGG%HSA04940	TYPE I DIABETES MELLITUS%KEGG%HSA04940		38	3.8474342	13.1668132	0.01	0.01	0.143333333333333	3889	tags=50%, list=15%, signal=59%
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GO%GO:0050851	ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GO%GO:0050851		93	2.67803715	9.9304707	0.01	0.01	0.0976	5317	tags=67%, list=25%, signal=88%
FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4	FORMATION OF THE EARLY ELONGATION COMPLEX%REACTOME%REACT_846.4		32	4.22260301	13.1865276	0.01	0.01	0.366	6751	tags=84%, list=27%, signal=115%
DOWNSTREAM TCR SIGNALING%REACTOME%REACT_12555.2	DOWNSTREAM TCR SIGNALING%REACTOME%REACT_12555.2		41	2.3467553	7.8911403	0.01	0.01	0.18975	5040	tags=71%, list=21%, signal=89%
FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4	FORMATION OF THE HIV-1 EARLY ELONGATION COMPLEX%REACTOME%REACT_6319.4		32	4.22260301	13.1429071	0.01	0.01	0.388714285714286	6751	tags=84%, list=27%, signal=115%
TCR SIGNALING%REACTOME%REACT_12526.2	TCR SIGNALING%REACTOME%REACT_12526.2		58	2.86440393	10.018332	0.01	0.01	0.1586	5317	tags=71%, list=24%, signal=93%
NUCLEOSOME DISASSEMBLY%GO%GO:0006337	NUCLEOSOME DISASSEMBLY%GO%GO:0006337		15	3.53582625	9.374166	0.01	0.01	0.3154	4913	tags=93%, list=25%, signal=124%
FORMATION OF HIV-1 ELONGATION COMPLEX IN THE ABSENCE OF HIV-1 TAT%REACTOME%REACT_22201.2	FORMATION OF HIV-1 ELONGATION COMPLEX IN THE ABSENCE OF HIV-1 TAT%REACTOME%REACT_22201.2		42	4.02250626	13.1338165	0.01	0.01	0.402	5829	tags=83%, list=27%, signal=113%
HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3	HIV-1 TRANSCRIPTION ELONGATION%REACTOME%REACT_6274.3		41	4.04277634	13.2082687	0.01	0.01	0.343714285714286	5829	tags=83%, list=27%, signal=113%
REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782	REGULATION OF VIRAL TRANSCRIPTION%GO%GO:0046782		64	3.30037831	11.3080982	0.01	0.01	0.3885	5829	tags=77%, list=27%, signal=104%
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%REACT_12623.2	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%REACT_12623.2		30	2.42913324	7.9474089	0.01	0.01	0.23775	4434	tags=77%, list=23%, signal=99%
DNA REPAIR%GO%GO:0006281	DNA REPAIR%GO%GO:0006281		247	2.94159074	11.1204156	0.01	0.01	0.531	6767	tags=57%, list=29%, signal=80%
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006368	TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006368		64	3.8413923	13.2958331	0.01	0.01	0.406714285714286	6496	tags=83%, list=32%, signal=121%
RNA POLYMERASE II TRANSCRIPTION ELONGATION%REACTOME%REACT_833.3	RNA POLYMERASE II TRANSCRIPTION ELONGATION%REACTOME%REACT_833.3		42	4.02250626	13.1196311	0.01	0.01	0.416428571428571	5829	tags=83%, list=27%, signal=113%
DOUBLE-STRAND BREAK REPAIR%REACTOME%REACT_2054.4	DOUBLE-STRAND BREAK REPAIR%REACTOME%REACT_2054.4		21	2.5295159	7.1535039	0.01	0.01	0.5985	6552	tags=71%, list=20%, signal=89%
TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%REACT_6162.3	TAT-MEDIATED ELONGATION OF THE HIV-1 TRANSCRIPT%REACTOME%REACT_6162.3		41	4.04277634	13.1873038	0.01	0.01	0.369	5829	tags=83%, list=27%, signal=113%
FORMATION OF RNA POL II ELONGATION COMPLEX%REACTOME%REACT_1845.4	FORMATION OF RNA POL II ELONGATION COMPLEX%REACTOME%REACT_1845.4		42	4.02250626	13.1174714	0.01	0.01	0.399714285714286	5829	tags=83%, list=27%, signal=113%
PROTEIN ACETYLATION%GO%GO:0006473	PROTEIN ACETYLATION%GO%GO:0006473		87	2.16410163	7.8929527	0.01	0.01	0.26175	6081	tags=78%, list=36%, signal=121%
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3	RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_6237.3		26	3.05521355	9.1213755	0.01	0.01	0.5604	6751	tags=88%, list=27%, signal=120%
NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GO%GO:2001251	NEGATIVE REGULATION OF CHROMOSOME ORGANIZATION%GO%GO:2001251		32	1.83394925	5.6776708	0.01	0.01	0.277666666666667	4264	tags=63%, list=20%, signal=78%
OSTEOCLAST DIFFERENTIATION%KEGG%HSA04380	OSTEOCLAST DIFFERENTIATION%KEGG%HSA04380		115	2.94490864	11.9092208	0.01	0.01	0.405833333333333	5951	tags=70%, list=34%, signal=106%
HISTONE EXCHANGE%GO%GO:0043486	HISTONE EXCHANGE%GO%GO:0043486		35	5.41298443	17.2765464	0.01	0.01	0.288888888888889	5550	tags=74%, list=33%, signal=110%
DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336	DNA REPLICATION-INDEPENDENT NUCLEOSOME ASSEMBLY%GO%GO:0006336		32	5.49801102	17.2501549	0.01	0.01	0.331	5550	tags=78%, list=33%, signal=116%
NCRNA PROCESSING%GO%GO:0034470	NCRNA PROCESSING%GO%GO:0034470		102	2.71615964	9.5944096	0.01	0.01	0.195	6785	tags=85%, list=39%, signal=138%
CHROMATIN DISASSEMBLY%GO%GO:0031498	CHROMATIN DISASSEMBLY%GO%GO:0031498		15	3.53582625	9.4373004	0.01	0.01	0.2446	4913	tags=93%, list=25%, signal=124%
INTERNAL PROTEIN AMINO ACID ACETYLATION%GO%GO:0006475	INTERNAL PROTEIN AMINO ACID ACETYLATION%GO%GO:0006475		78	2.18153028	7.8192393	0.01	0.01	0.258	6081	tags=76%, list=33%, signal=112%
RECOMBINATIONAL REPAIR%GO%GO:0000725	RECOMBINATIONAL REPAIR%GO%GO:0000725		37	1.7547087	5.5839459	0.01	0.01	0.372666666666667	5507	tags=54%, list=20%, signal=67%
MRNA CAPPING%REACTOME%REACT_1470.4	MRNA CAPPING%REACTOME%REACT_1470.4		28	3.05868385	9.2580764	0.01	0.01	0.4856	6751	tags=86%, list=27%, signal=117%
INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GO%GO:0060333	INTERFERON-GAMMA-MEDIATED SIGNALING PATHWAY%GO%GO:0060333		60	3.2824756	12.4985314	0.01	0.01	0.1735	5080	tags=62%, list=17%, signal=74%
TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME%REACT_338.2	TRANSPORT OF MATURE MRNAS DERIVED FROM INTRONLESS TRANSCRIPTS%REACTOME%REACT_338.2		33	3.89663327	12.2599198	0.01	0.01	0.0453333333333333	5686	tags=85%, list=27%, signal=116%
FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%REACT_6346.4	FORMATION OF HIV-1 ELONGATION COMPLEX CONTAINING HIV-1 TAT%REACTOME%REACT_6346.4		41	4.04277634	13.1334398	0.01	0.01	0.400571428571429	5829	tags=83%, list=27%, signal=113%
INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS%REACTOME%REACT_6916.4	INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS%REACTOME%REACT_6916.4		31	3.2280681	9.9546148	0.01	0.01	0.0958	5932	tags=87%, list=29%, signal=122%
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367	TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367		177	2.40908478	9.1845365	0.01	0.01	0.512	5911	tags=53%, list=27%, signal=71%
NCRNA METABOLIC PROCESS%GO%GO:0034660	NCRNA METABOLIC PROCESS%GO%GO:0034660		179	2.56557587	9.2722118	0.01	0.01	0.4986	7301	tags=80%, list=39%, signal=130%
CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508	CENTROMERE COMPLEX ASSEMBLY%GO%GO:0034508		39	4.70534135	15.2429528	0.01	0.01	0.27825	5873	tags=74%, list=33%, signal=110%
MRNA 3'-END PROCESSING%GO%GO:0031124	MRNA 3'-END PROCESSING%GO%GO:0031124		78	3.81469084	13.2935962	0.01	0.01	0.346571428571429	6539	tags=87%, list=38%, signal=140%
CYTOSOLIC DNA-SENSING PATHWAY%KEGG%HSA04623	CYTOSOLIC DNA-SENSING PATHWAY%KEGG%HSA04623		46	2.33929324	7.8363354	0.01	0.01	0.2425	5399	tags=63%, list=25%, signal=83%
TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283	TRANSCRIPTION-COUPLED NUCLEOTIDE-EXCISION REPAIR%GO%GO:0006283		45	3.96800596	13.0760596	0.01	0.01	0.463285714285714	6751	tags=78%, list=28%, signal=108%
HEXOSE UPTAKE%REACTOME%REACT_9441.2	HEXOSE UPTAKE%REACTOME%REACT_9441.2		37	2.2780174	7.3778895	0.01	0.01	0.51775	5715	tags=73%, list=27%, signal=100%
RNA TRANSPORT%KEGG%HSA03013	RNA TRANSPORT%KEGG%HSA03013		151	2.67156029	9.5616522	0.01	0.01	0.1822	6648	tags=78%, list=36%, signal=120%
NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3	NUCLEOTIDE EXCISION REPAIR%REACTOME%REACT_1826.3		48	2.90099956	9.3786587	0.01	0.01	0.3082	6751	tags=77%, list=28%, signal=107%
PROTEIN ACYLATION%GO%GO:0043543	PROTEIN ACYLATION%GO%GO:0043543		94	2.15417394	7.880474	0.01	0.01	0.22825	6081	tags=76%, list=36%, signal=117%
ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044	ATP-DEPENDENT CHROMATIN REMODELING%GO%GO:0043044		41	4.6524079	15.0727327	0.01	0.01	0.326375	5707	tags=76%, list=33%, signal=112%
RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GO%GO:0022613	RIBONUCLEOPROTEIN COMPLEX BIOGENESIS%GO%GO:0022613		145	3.70715215	13.6123619	0.01	0.01	0.256	6766	tags=83%, list=39%, signal=134%
RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5	RNA POL II CTD PHOSPHORYLATION AND INTERACTION WITH CE%REACTOME%REACT_975.5		26	3.05521355	9.1212949	0.01	0.01	0.5502	6751	tags=88%, list=27%, signal=120%
DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724	DNA REPLICATION-INDEPENDENT NUCLEOSOME ORGANIZATION%GO%GO:0034724		32	5.49801102	17.2424299	0.01	0.01	0.321444444444444	5550	tags=78%, list=33%, signal=116%
VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%REACT_7991.2	VPR-MEDIATED NUCLEAR IMPORT OF PICS%REACTOME%REACT_7991.2		28	3.33607634	10.1899082	0.01	0.01	0.0354	5411	tags=89%, list=29%, signal=126%
ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY	ATM PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ATM PATHWAY		32	2.32689898	7.3504322	0.01	0.01	0.55075	6349	tags=75%, list=28%, signal=104%
TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%REACT_6248.3	TRANSPORT OF RIBONUCLEOPROTEINS INTO THE HOST NUCLEUS%REACTOME%REACT_6248.3		26	3.89672539	11.70039	0.01	0.01	0.2595	5197	tags=88%, list=27%, signal=121%
INTERFERON GAMMA SIGNALING%REACTOME%REACT_25078.1	INTERFERON GAMMA SIGNALING%REACTOME%REACT_25078.1		62	3.27501423	12.5254661	0.01	0.01	0.161333333333333	5080	tags=60%, list=15%, signal=70%
TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRONLESS TRANSCRIPT%REACTOME%REACT_1835.3	TRANSPORT OF MATURE MRNA DERIVED FROM AN INTRONLESS TRANSCRIPT%REACTOME%REACT_1835.3		32	3.91645055	12.2551452	0.01	0.01	0.0521666666666667	5686	tags=84%, list=27%, signal=116%
BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY	BIOCARTA_ATRBRCA_PATHWAY%MSIGDB_C2%BIOCARTA_ATRBRCA_PATHWAY		21	1.87635915	5.4117471	0.01	0.01	0.606666666666667	5423	tags=48%, list=14%, signal=55%
CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080	CENP-A CONTAINING NUCLEOSOME ASSEMBLY AT CENTROMERE%GO%GO:0034080		32	4.96191147	15.4831332	0.01	0.01	0.25025	5550	tags=78%, list=33%, signal=116%
DNA-DEPENDENT TRANSCRIPTION, INITIATION%GO%GO:0006352	DNA-DEPENDENT TRANSCRIPTION, INITIATION%GO%GO:0006352		196	1.96546878	7.3409098	0.01	0.01	0.46075	5925	tags=53%, list=27%, signal=71%
TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006366	TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006366		418	1.96739996	7.8667336	0.01	0.01	0.107	5936	tags=56%, list=33%, signal=80%
DUAL INCISION REACTION IN TC-NER%REACTOME%REACT_2222.3	DUAL INCISION REACTION IN TC-NER%REACTOME%REACT_2222.3		27	2.40311585	7.1560008	0.01	0.01	0.57225	6767	tags=85%, list=27%, signal=116%
CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055	CHROMATIN REMODELING AT CENTROMERE%GO%GO:0031055		34	4.84248652	15.2995755	0.01	0.01	0.271625	5873	tags=76%, list=33%, signal=114%
FORMATION OF TRANSCRIPTION-COUPLED NER (TC-NER) REPAIR COMPLEX%REACTOME%REACT_1941.3	FORMATION OF TRANSCRIPTION-COUPLED NER (TC-NER) REPAIR COMPLEX%REACTOME%REACT_1941.3		27	2.40311585	7.1315039	0.01	0.01	0.58675	6767	tags=85%, list=27%, signal=116%
SNRNP ASSEMBLY%REACTOME%REACT_11066.1	SNRNP ASSEMBLY%REACTOME%REACT_11066.1		46	3.5471559	11.6314132	0.01	0.01	0.317	5877	tags=85%, list=34%, signal=128%
POSITIVE REGULATION OF B CELL PROLIFERATION%GO%GO:0030890	POSITIVE REGULATION OF B CELL PROLIFERATION%GO%GO:0030890		16	2.7115002	7.4839938	0.01	0.01	0.53	4478	tags=63%, list=15%, signal=74%
NON-CODING RNA METABOLISM%REACTOME%REACT_11052.2	NON-CODING RNA METABOLISM%REACTOME%REACT_11052.2		46	3.5471559	11.6068066	0.01	0.01	0.3145	5877	tags=85%, list=34%, signal=128%
DNA-DEPENDENT TRANSCRIPTION, TERMINATION%GO%GO:0006353	DNA-DEPENDENT TRANSCRIPTION, TERMINATION%GO%GO:0006353		78	3.34622276	11.6795339	0.01	0.01	0.166333333333333	6364	tags=83%, list=39%, signal=135%
NUCLEAR TRANSPORT%GO%GO:0051169	NUCLEAR TRANSPORT%GO%GO:0051169		156	2.04353339	7.8435498	0.01	0.01	0.16925	5885	tags=73%, list=36%, signal=112%
7-METHYLGUANOSINE MRNA CAPPING%GO%GO:0006370	7-METHYLGUANOSINE MRNA CAPPING%GO%GO:0006370		30	3.60479157	11.037102	0.01	0.01	0.526	6751	tags=83%, list=27%, signal=113%
B CELL RECEPTOR SIGNALING PATHWAY%KEGG%HSA04662	B CELL RECEPTOR SIGNALING PATHWAY%KEGG%HSA04662		75	3.13817962	11.7055935	0.01	0.01	0.363833333333333	6056	tags=71%, list=25%, signal=94%
CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624	CELLULAR PROTEIN COMPLEX DISASSEMBLY%GO%GO:0043624		95	4.67508475	16.8777551	0.01	0.01	0.21525	7285	tags=89%, list=39%, signal=145%
REV-MEDIATED NUCLEAR EXPORT OF HIV-1 RNA%REACTOME%REACT_6190.4	REV-MEDIATED NUCLEAR EXPORT OF HIV-1 RNA%REACTOME%REACT_6190.4		29	3.83706547	11.8138013	0.01	0.01	0.150833333333333	5932	tags=86%, list=29%, signal=120%
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY		65	2.67501538	9.9118752	0.01	0.01	0.2224	5279	tags=75%, list=29%, signal=105%
NUCLEOCYTOPLASMIC TRANSPORT%GO%GO:0006913	NUCLEOCYTOPLASMIC TRANSPORT%GO%GO:0006913		153	2.53014624	9.4012709	0.01	0.01	0.3668	6328	tags=73%, list=36%, signal=112%
INFLUENZA INFECTION%REACTOME%REACT_6167.4	INFLUENZA INFECTION%REACTOME%REACT_6167.4		137	4.21747033	15.6433225	0.01	0.01	0.280375	7676	tags=88%, list=39%, signal=141%
REGULATION OF INTERFERON-BETA PRODUCTION%GO%GO:0032648	REGULATION OF INTERFERON-BETA PRODUCTION%GO%GO:0032648		29	1.82131493	5.6222629	0.01	0.01	0.38	5540	tags=79%, list=34%, signal=119%
INFLUENZA LIFE CYCLE%REACTOME%REACT_6145.4	INFLUENZA LIFE CYCLE%REACTOME%REACT_6145.4		132	4.26782492	15.7842232	0.01	0.01	0.266375	7676	tags=88%, list=39%, signal=142%
POSITIVE REGULATION OF MULTI-ORGANISM PROCESS%GO%GO:0043902	POSITIVE REGULATION OF MULTI-ORGANISM PROCESS%GO%GO:0043902		80	2.1169723	7.6174948	0.01	0.01	0.27775	5173	tags=76%, list=31%, signal=109%
DNA RECOMBINATION%GO%GO:0006310	DNA RECOMBINATION%GO%GO:0006310		105	2.63765126	9.257279	0.01	0.01	0.4068	6362	tags=66%, list=39%, signal=106%
REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE	REGULATION OF TELOMERASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF TELOMERASE		63	2.10582941	7.4500397	0.01	0.01	0.41825	5597	tags=76%, list=34%, signal=115%
RNA 3'-END PROCESSING%GO%GO:0031123	RNA 3'-END PROCESSING%GO%GO:0031123		89	3.73855709	13.2282287	0.01	0.01	0.404857142857143	6539	tags=81%, list=36%, signal=125%
BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY	BIOCARTA_STRESS_PATHWAY%MSIGDB_C2%BIOCARTA_STRESS_PATHWAY		24	1.8838548	5.5520118	0.01	0.01	0.402333333333333	5241	tags=83%, list=32%, signal=122%
POSITIVE REGULATION OF VIRAL REPRODUCTION%GO%GO:0048524	POSITIVE REGULATION OF VIRAL REPRODUCTION%GO%GO:0048524		78	2.1389589	7.712653	0.01	0.01	0.18225	5250	tags=76%, list=31%, signal=109%
DNA METHYLATION%GO%GO:0006306	DNA METHYLATION%GO%GO:0006306		28	1.81796053	5.4480655	0.01	0.01	0.465	5088	tags=43%, list=18%, signal=52%
HISTONE H4 ACETYLATION%GO%GO:0043967	HISTONE H4 ACETYLATION%GO%GO:0043967		33	1.8872845	5.8461816	0.01	0.01	0.092	5380	tags=85%, list=33%, signal=126%
DNA ALKYLATION%GO%GO:0006305	DNA ALKYLATION%GO%GO:0006305		28	1.81796053	5.4341555	0.01	0.01	0.476	5088	tags=43%, list=18%, signal=52%
BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY	BIOCARTA_NTHI_PATHWAY%MSIGDB_C2%BIOCARTA_NTHI_PATHWAY		21	2.64406036	7.6579738	0.01	0.01	0.2525	5317	tags=81%, list=32%, signal=118%
POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000243	POSITIVE REGULATION OF REPRODUCTIVE PROCESS%GO%GO:2000243		86	2.57857082	8.9537023	0.01	0.01	0.5766	5829	tags=67%, list=31%, signal=97%
NUCLEOTIDE-EXCISION REPAIR, DNA DAMAGE REMOVAL%GO%GO:0000718	NUCLEOTIDE-EXCISION REPAIR, DNA DAMAGE REMOVAL%GO%GO:0000718		21	2.00431986	5.7257689	0.01	0.01	0.167	5246	tags=86%, list=26%, signal=116%
MRNA METABOLIC PROCESS%GO%GO:0016071	MRNA METABOLIC PROCESS%GO%GO:0016071		462	4.01813838	15.5358521	0.01	0.01	0.2725	7038	tags=79%, list=38%, signal=124%
TRANSCRIPTION-COUPLED NER (TC-NER)%REACTOME%REACT_1628.2	TRANSCRIPTION-COUPLED NER (TC-NER)%REACTOME%REACT_1628.2		43	3.4759076	11.2474564	0.01	0.01	0.353666666666667	6751	tags=77%, list=28%, signal=107%
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS%GO%GO:0000956		163	4.56493483	17.1567516	0.01	0.01	0.271222222222222	7285	tags=85%, list=39%, signal=138%
RIG-I-LIKE RECEPTOR SIGNALING PATHWAY%KEGG%HSA04622	RIG-I-LIKE RECEPTOR SIGNALING PATHWAY%KEGG%HSA04622		56	2.17273465	7.4561496	0.01	0.01	0.38975	6174	tags=68%, list=33%, signal=101%
DNA EXCISION%GO%GO:0044349	DNA EXCISION%GO%GO:0044349		21	2.00431986	5.7475108	0.01	0.01	0.195	5246	tags=86%, list=26%, signal=116%
BCR%NETPATH%BCR	BCR%NETPATH%BCR		156	2.9159493	11.7593751	0.01	0.01	0.315833333333333	6271	tags=79%, list=38%, signal=126%
TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GO%GO:0060337	TYPE I INTERFERON-MEDIATED SIGNALING PATHWAY%GO%GO:0060337		51	3.48655491	12.3423268	0.01	0.01	0.200333333333333	5339	tags=65%, list=30%, signal=93%
TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME%REACT_424.3	TRANSPORT OF THE SLBP INDEPENDENT MATURE MRNA%REACTOME%REACT_424.3		29	3.88736056	11.9797904	0.01	0.01	0.121333333333333	5686	tags=83%, list=27%, signal=114%
BIOCARTA_PML_PATHWAY%MSIGDB_C2%BIOCARTA_PML_PATHWAY	BIOCARTA_PML_PATHWAY%MSIGDB_C2%BIOCARTA_PML_PATHWAY		17	1.97199866	5.4310855	0.01	0.01	0.591666666666667	3834	tags=53%, list=9%, signal=58%
RRNA METABOLIC PROCESS%GO%GO:0016072	RRNA METABOLIC PROCESS%GO%GO:0016072		54	3.98523909	13.2102127	0.01	0.01	0.287285714285714	6794	tags=91%, list=39%, signal=147%
RNA CATABOLIC PROCESS%GO%GO:0006401	RNA CATABOLIC PROCESS%GO%GO:0006401		197	3.01391911	11.1663382	0.01	0.01	0.360833333333333	7285	tags=83%, list=39%, signal=133%
REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%REACT_6804.2	REGULATION OF GLUCOKINASE BY GLUCOKINASE REGULATORY PROTEIN%REACTOME%REACT_6804.2		26	4.61851435	13.7654534	0.01	0.01	0.131	5369	tags=81%, list=27%, signal=111%
RESPONSE TO TYPE I INTERFERON%GO%GO:0034340	RESPONSE TO TYPE I INTERFERON%GO%GO:0034340		52	3.47038043	12.263496	0.01	0.01	0.197666666666667	5339	tags=65%, list=30%, signal=94%
TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA%REACTOME%REACT_405.3	TRANSPORT OF THE SLBP DEPENDANT MATURE MRNA%REACTOME%REACT_405.3		30	3.86642824	11.8769433	0.01	0.01	0.16	5686	tags=83%, list=27%, signal=114%
VIRAL GENOME EXPRESSION%GO%GO:0019080	VIRAL GENOME EXPRESSION%GO%GO:0019080		92	4.75457932	17.2206519	0.01	0.01	0.207	7676	tags=88%, list=39%, signal=143%
NUCLEOTIDE EXCISION REPAIR%KEGG%HSA03420	NUCLEOTIDE EXCISION REPAIR%KEGG%HSA03420		45	2.84830822	9.2910013	0.01	0.01	0.4498	6362	tags=84%, list=39%, signal=137%
NUCLEAR IMPORT OF REV PROTEIN%REACTOME%REACT_9395.2	NUCLEAR IMPORT OF REV PROTEIN%REACTOME%REACT_9395.2		28	3.29160865	9.9539964	0.01	0.01	0.0904	5844	tags=86%, list=28%, signal=119%
DUAL INCISION REACTION IN GG-NER%REACTOME%REACT_311.2	DUAL INCISION REACTION IN GG-NER%REACTOME%REACT_311.2		20	2.00458012	5.6916583	0.01	0.01	0.209666666666667	5246	tags=85%, list=26%, signal=115%
TRAF6 MEDIATED IRF7 ACTIVATION%REACTOME%REACT_24938.1	TRAF6 MEDIATED IRF7 ACTIVATION%REACTOME%REACT_24938.1		23	1.87633213	5.5394245	0.01	0.01	0.455	5907	tags=74%, list=32%, signal=108%
INTERFERON SIGNALING%REACTOME%REACT_25229.1	INTERFERON SIGNALING%REACTOME%REACT_25229.1		146	2.36201157	9.091508	0.01	0.01	0.6358	6950	tags=73%, list=35%, signal=110%
POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090184	POSITIVE REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090184		15	3.54699049	10.1999322	0.01	0.01	0.1866	6813	tags=13%, list=3%, signal=14%
TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY	TRNA CHARGING%HUMANCYC%TRNA-CHARGING-PWY		38	1.65214332	5.2308395	0.01	0.01	0.749666666666667	7525	tags=95%, list=38%, signal=151%
RIBOSOME BIOGENESIS%GO%GO:0042254	RIBOSOME BIOGENESIS%GO%GO:0042254		70	3.90130083	13.2701224	0.01	0.01	0.304857142857143	7285	tags=87%, list=39%, signal=141%
GLUCOSE TRANSPORT%REACTOME%REACT_212.5	GLUCOSE TRANSPORT%REACTOME%REACT_212.5		35	2.32852655	7.511908	0.01	0.01	0.4275	5715	tags=71%, list=27%, signal=98%
