Name	Description	Fetal_Brain	Fetal_Heart	Fetal_Liver	Fetal_Gut	Fetal_Ovary	Fetal_Testis	Fetal_Placenta	Adult_FrontalCortex	Adult_Retina	Adult_SpinalCord	Adult_Lung	Adult_Heart	Adult_Liver	Adult_AdrenalGland	Adult_GallBladder	Adult_Pancreas	Adult_Kidney	Adult_Esophagus	Adult_Colon	Adult_Rectum	Adult_UrinaryBladder	Adult_Prostate	Adult_Ovary	Adult_Testis	Immune_Bcell	Immune_CD4	Immune_CD8	Immune_NK	Immune_Monocyte	Immune_Platelet
ACTR1A		287	170	100	67	167	289	104	248	193	168	49	29	18	91	89	141	101	50	134	50	71	109	170	184	57	85	77	37	74	129
ACTR1B		133	98	50	20	107	183	30	134	137	93	28	19	13	61	38	85	60	20	85	35	47	66	128	130	39	53	45	30	42	54
ACTR2		102	117	141	150	151	165	119	184	69	70	119	13	65	86	119	135	116	74	97	58	100	91	135	124	303	370	452	553	378	302
ACTR3		204	213	208	136	199	299	209	189	90	100	193	34	82	163	126	156	188	153	166	148	98	113	201	204	410	695	834	608	441	522
ACTR3B		62	27	46	28	28	35	34	111	40	6	38	7	18	20	18	24	43	22	28	29	22	16	35	27	59	122	109	109	58	90
ACTR3C		37	23	44	16	19	35	28	46	26	5	32	6	15	19	17	10	31	27	22	21	17	12	21	16	48	105	74	75	56	63
ACTR5		0	6	5	0	4	7	0	0	5	0	0	0	6	0	0	3	0	0	0	0	0	2	3	11	15	8	9	2	6	0
ACTR6		0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	3	0	0	0	0	0	0	0	3	3	3	6	0	0	0
ACTR8		0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	10	10	17	0	0	0
ACTRT1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	6	6
ACTRT2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	60	0	0	0	0	0	0
ACVR1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	5	0	10
ACVR1B		0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVR2A		3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACVRL1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0
ACY1		0	28	276	150	36	34	0	26	41	48	13	5	332	67	33	28	1238	3	28	32	25	27	18	33	8	0	12	4	0	15
ACY3		0	0	12	24	0	0	0	3	0	2	0	0	5	0	3	23	111	0	0	0	0	0	0	0	0	0	0	0	0	0
ACYP1		9	26	7	4	7	7	7	36	20	21	0	3	0	22	0	9	0	0	8	8	6	12	4	15	7	18	11	12	14	16
ACYP2		20	9	11	3	9	8	0	108	28	158	46	20	29	39	28	5	6	13	6	3	12	23	0	3	10	7	4	9	0	10
ADA		0	7	8	2	17	2	3	0	5	0	0	0	0	3	17	35	0	0	10	0	10	8	10	30	5	56	59	46	28	0
ADAD1		0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	63	0	0	0	0	3	0
ADAD2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
ADAL		0	5	0	0	4	2	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	3	11	0	0	8	0	0	0
ADAM10		22	18	21	31	25	10	22	96	33	71	21	0	10	14	14	22	19	22	29	24	16	53	24	26	32	40	37	43	103	166
ADAM11		3	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM12		0	0	3	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM15		0	0	0	0	0	5	5	8	0	2	0	0	0	0	0	0	0	0	6	0	0	3	5	0	0	0	0	0	14	0
ADAM17		0	7	3	0	7	5	10	5	3	2	5	0	0	3	14	9	0	4	0	0	8	12	11	21	9	0	5	7	8	6
ADAM18		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ADAM19		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ADAM2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	82	0	0	0	0	0	0
ADAM21		0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
ADAM22		5	0	0	0	0	0	0	185	7	25	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM23		5	0	0	0	0	0	0	122	3	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM28		0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM29		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAM30		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ADAM32		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	27	0	0	0	0	0	0
ADAM7		0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ADAM8		0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	7	6	12	0
ADAM9		6	4	0	2	0	5	3	5	10	0	0	0	0	7	12	9	0	0	6	0	5	2	8	16	0	0	0	0	19	0
ADAMDEC1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6
ADAMTS1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0
ADAMTS10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADAMTS12		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS13		0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS14		3	0	0	0	0	0	0	0	3	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ADAMTS16		0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	29	9	0	0	0	2	0	4
ADAMTS17		0	3	5	2	0	2	3	7	0	3	25	0	5	6	0	3	0	32	6	0	0	5	3	3	2	3	3	0	25	6
ADAMTS19		0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS2		0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20		0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	3	7	0	0	0	0
ADAMTS3		0	0	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ADAMTS4		0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	0	0	2	5	0	0	0	0	0	0	0
ADAMTS5		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0
ADAMTS6		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
ADAMTS7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ADAMTSL1		0	3	0	0	0	0	0	0	0	2	0	0	0	3	3	9	0	0	6	3	0	2	3	0	0	0	0	0	7	0
ADAMTSL2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	3	0	0	0	0	0	0
ADAMTSL3		0	0	0	0	4	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL4		0	0	2	4	0	5	22	0	0	0	0	3	0	0	43	0	4	0	16	0	13	0	11	0	0	0	0	0	0	0
ADAMTSL5		0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0
ADAP1		14	0	0	2	0	0	0	78	0	44	0	0	0	0	3	0	0	0	6	0	0	0	0	0	6	0	7	10	18	0
ADAP2		5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ADAR		69	46	45	88	138	92	9	68	106	14	42	5	10	81	29	105	9	7	24	11	38	44	114	125	238	128	240	143	60	0
ADARB1		5	3	0	2	0	0	0	3	33	2	0	0	0	0	20	3	5	0	0	3	16	5	7	7	33	13	21	2	0	2
ADARB2		0	3	10	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	2
ADAT1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0
ADAT2		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAT3		0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ADC		3	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	3	0	3	7	0	0
ADCK1		0	0	0	4	5	0	0	8	5	3	0	0	0	0	0	3	0	0	0	0	0	0	3	5	0	0	5	0	0	0
ADCK2		0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ADCK3		0	16	10	6	29	5	0	16	12	9	3	76	6	23	4	34	22	28	14	8	22	6	28	34	34	21	25	19	21	0
ADCK4		0	13	0	0	4	6	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	10	0	8	0	0	0
ADCK5		0	0	0	0	0	2	0	3	3	0	0	5	0	9	0	3	0	0	0	0	0	0	0	11	0	0	3	0	0	0
ADCY1		6	0	0	0	0	2	0	34	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ADCY10		5	0	0	0	0	0	0	5	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY2		4	3	0	0	0	0	0	37	8	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY3		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ADCY4		0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0
ADCY5		6	22	0	0	0	2	0	20	5	7	0	5	0	0	3	0	0	0	6	0	10	8	3	0	0	0	0	0	0	19
ADCY6		0	16	0	3	0	2	0	10	3	2	0	7	0	0	3	3	0	0	3	0	5	9	3	0	0	0	3	0	0	49
ADCY7		0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	12	26	15	0
ADCY8		3	5	0	0	0	0	5	13	11	11	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9		6	4	5	0	0	0	0	18	3	2	0	0	0	0	2	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ADCYAP1R1		4	0	3	0	0	0	0	16	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADD1		205	180	154	138	184	134	34	602	259	316	76	18	8	42	66	123	73	43	64	80	32	82	184	205	133	164	166	120	66	70
ADD2		171	19	35	9	22	12	14	441	73	89	6	0	10	22	3	10	10	0	6	5	3	7	6	11	44	10	6	6	6	9
ADD3		58	191	71	83	133	86	19	277	119	287	54	9	14	43	45	123	47	28	75	45	40	66	195	194	129	127	139	93	55	52
ADH1A		46	301	1269	69	0	17	0	7	3	93	628	63	2619	823	693	486	428	301	205	289	186	109	169	106	0	0	3	0	0	0
ADH1B		14	463	805	87	0	17	0	13	3	133	990	95	3266	889	1163	808	733	435	299	429	302	178	252	186	0	0	0	0	0	0
ADH1C		14	396	633	90	0	12	0	7	3	98	550	49	2298	457	581	533	437	219	211	390	199	117	224	108	0	0	3	0	0	0
ADH4		0	40	299	6	0	0	0	7	0	14	74	0	1896	74	324	77	85	54	16	24	21	5	32	12	0	0	0	0	0	0
ADH5		133	210	447	226	256	288	119	194	258	217	142	118	331	174	97	239	345	161	250	228	219	263	334	347	155	160	161	88	64	136
ADH6		9	0	472	3	0	0	0	0	0	0	0	0	773	17	32	3	137	0	0	0	0	0	3	0	0	0	0	0	0	0
ADH7		0	5	4	4	0	0	0	0	0	0	0	3	37	0	0	5	4	160	3	0	3	0	0	0	0	0	0	0	0	4
ADHFE1		0	21	14	0	0	2	0	13	7	2	0	26	18	0	14	26	24	0	0	0	0	0	0	3	0	0	0	0	0	0
ADI1		4	12	55	16	34	31	9	0	19	26	16	5	31	42	6	17	27	7	9	3	8	16	13	21	0	9	8	21	11	2
ADIG		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ADIPOQ		0	0	0	0	0	0	0	0	0	3	22	23	0	19	10	3	4	11	7	3	8	7	7	6	0	0	0	0	22	0
ADIPOR1		0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADK		28	41	38	22	61	61	20	16	40	27	15	7	85	17	7	42	27	6	12	13	20	15	84	90	197	50	62	38	35	20
ADM		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ADNP		40	34	9	8	78	79	3	3	35	0	0	0	0	8	3	32	0	0	0	0	3	6	45	48	52	20	66	19	9	0
ADNP2		0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADO		19	4	3	7	14	17	0	42	29	28	0	0	0	6	14	6	4	0	9	8	15	16	19	28	13	12	14	7	27	2
ADORA1		0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ADORA3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ADPGK		0	14	11	11	32	43	21	7	13	9	33	0	0	13	9	14	9	0	6	5	8	6	25	16	28	29	23	30	51	13
ADPRH		0	7	0	0	0	5	21	0	8	5	8	10	0	8	5	15	4	0	13	0	8	12	9	14	22	0	9	5	16	18
ADPRHL1		0	112	0	0	0	0	0	10	0	0	5	138	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ADPRHL2		23	18	15	17	82	68	9	30	34	25	9	4	5	27	16	40	22	4	24	3	20	30	54	89	29	62	53	26	42	5
ADRA1A		0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ADRA2A		12	0	0	0	0	0	0	7	0	0	0	0	0	0	3	6	0	0	0	0	0	0	3	0	0	0	0	0	0	2
ADRA2B		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRBK1		41	12	12	17	10	14	0	59	10	11	10	5	3	17	0	15	0	5	3	0	15	17	13	22	97	113	91	62	101	31
ADRBK2		17	6	3	12	10	0	0	32	8	6	0	0	0	8	0	3	0	0	3	0	3	5	7	16	55	46	53	35	43	14
ADRM1		17	19	11	13	43	13	20	12	31	14	12	6	7	22	24	46	13	8	22	19	13	22	44	37	18	34	25	10	36	11
ADSL		9	83	57	34	86	82	12	22	38	13	13	9	7	28	13	34	26	19	31	21	19	25	53	76	39	66	59	42	41	42
ADSS		37	22	23	14	67	82	21	45	29	35	23	3	14	22	29	23	34	20	35	24	19	29	35	52	44	73	44	48	62	19
ADSSL1		3	67	0	2	7	5	0	7	42	6	0	53	13	3	9	9	11	41	0	0	0	5	4	6	0	5	3	0	6	8
AEBP1		0	45	3	39	55	26	12	3	3	37	85	4	3	84	74	148	23	11	66	50	102	209	220	181	0	0	0	0	0	0
AEN		0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AES		8	7	0	6	12	6	10	0	10	2	4	3	0	0	0	6	0	0	3	0	5	9	0	9	5	11	10	11	6	0
AFAP1		23	5	0	5	12	0	0	3	3	0	0	0	0	0	0	3	0	0	6	0	11	5	3	3	0	0	0	0	0	0
AFAP1L1		0	15	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0
AFAP1L2		0	10	7	17	23	10	0	5	25	10	0	3	0	0	0	23	0	3	3	0	5	19	50	5	0	0	0	0	0	0
AFF1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
AFF2		5	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFF3		0	0	2	0	0	0	0	0	6	0	0	5	3	3	0	3	9	0	0	0	0	0	0	0	8	0	3	0	0	3
AFF4		3	3	6	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	0	3	5	9	0	14	3	3	0
AFG3L2		96	220	65	76	140	59	33	267	151	113	33	204	119	103	21	139	127	18	106	69	50	74	135	106	81	65	99	45	41	22
AFM		5	6	3	37	11	0	3	8	20	51	82	19	13	35	52	22	39	49	72	48	59	76	88	86	16	5	8	10	341	12
AFMID		0	0	8	0	0	2	0	3	0	0	0	3	18	0	5	12	17	0	3	0	0	3	3	3	0	0	0	0	0	0
AFP		398	1122	845	647	373	294	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
AFTPH		3	3	5	0	17	2	0	8	3	0	0	0	0	6	0	9	5	6	9	0	0	7	3	11	37	15	24	12	12	2
AGA		0	4	8	5	22	10	10	4	7	24	4	0	7	13	7	34	30	5	10	5	5	13	16	57	14	22	30	65	29	4
AGAP1		43	3	3	4	7	2	0	37	43	12	0	0	0	0	0	12	0	0	0	0	3	0	0	11	0	3	5	0	0	0
AGAP10		3	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP11		5	3	2	5	4	2	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2		12	3	0	0	5	0	0	77	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	11	36	49	26	0	11
AGAP3		50	6	3	0	7	5	0	58	12	12	0	0	0	14	0	17	0	0	0	0	3	2	3	14	0	0	3	0	0	0
AGAP4		3	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP5		4	3	2	0	4	2	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP6		0	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP7		3	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP8		3	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP9		3	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL1		3	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AGBL2		0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	0
AGBL3		0	0	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
AGER		0	3	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AGFG1		16	10	13	16	43	12	11	18	22	12	11	7	5	17	0	20	0	0	6	0	18	19	12	25	14	21	42	21	39	22
AGFG2		6	3	14	0	11	0	7	11	5	5	0	0	0	3	3	17	0	0	6	3	3	7	7	15	3	12	14	14	0	0
AGGF1		0	3	0	0	0	0	0	0	10	0	3	0	0	0	0	6	0	0	0	0	0	0	0	11	5	0	12	5	0	4
AGK		43	39	12	5	40	72	30	91	60	13	18	42	14	34	20	19	32	8	26	21	23	16	52	63	59	76	74	35	21	20
AGL		68	344	103	147	89	40	122	220	1332	162	29	145	1540	74	51	53	36	175	65	98	60	125	157	125	93	119	99	27	14	34
AGMAT		5	0	96	56	0	0	0	7	0	0	0	0	74	0	0	9	444	0	9	11	0	0	0	0	8	7	11	0	0	0
AGMO		0	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGPAT1		14	8	17	14	21	22	6	20	25	12	13	5	5	20	4	15	14	0	7	5	11	16	32	41	15	14	18	17	6	21
AGPAT2		0	0	12	6	5	0	0	0	0	0	6	0	7	8	0	12	0	5	3	0	0	0	5	5	3	0	3	0	7	7
AGPAT3		15	6	25	13	4	14	7	22	76	22	3	9	14	20	6	11	48	11	3	0	8	5	9	46	13	7	11	0	18	16
AGPAT4		10	4	0	3	6	5	0	22	7	36	0	0	0	0	3	0	0	0	0	0	3	2	8	0	0	0	0	0	0	0
AGPAT5		11	6	8	6	12	13	29	14	10	19	3	0	10	25	3	6	12	0	6	3	3	5	7	17	55	18	14	5	3	5
AGPAT6		8	6	3	0	7	2	0	9	5	2	0	0	0	29	3	9	0	0	6	0	3	2	3	3	3	3	3	0	6	2
AGPAT9		0	3	3	0	5	0	0	0	5	2	0	8	0	7	0	3	9	0	6	0	3	0	3	0	0	0	5	2	10	0
AGPS		39	38	94	36	65	41	18	33	24	22	34	0	25	24	10	31	21	5	30	11	20	13	58	106	19	26	41	20	35	52
AGR2		0	21	4	189	7	0	11	0	0	5	59	3	0	0	39	47	9	0	204	111	35	83	0	0	0	0	0	0	0	0
AGR3		0	11	0	120	0	0	5	0	0	2	25	0	0	0	21	21	0	0	92	35	6	24	0	0	0	0	0	0	0	0
AGRN		80	284	18	93	131	58	6	175	254	132	459	29	24	106	133	305	300	15	98	93	86	111	121	127	0	0	0	0	0	0
AGT		21	51	64	135	16	24	97	37	15	43	67	34	60	87	96	54	100	72	43	35	40	60	88	83	0	0	0	0	352	0
AGTPBP1		34	5	6	0	0	0	0	19	30	8	0	0	0	0	0	0	0	0	3	0	0	0	0	3	3	3	14	19	20	0
AGTRAP		3	3	6	4	8	13	0	3	5	2	7	0	3	13	9	3	6	5	0	0	5	3	4	24	13	6	14	26	69	11
AGXT		32	3	908	9	0	0	5	3	0	0	0	0	1175	3	41	0	9	0	3	0	0	0	0	0	0	0	0	2	0	0
AGXT2		0	0	52	8	0	0	0	0	0	0	0	0	26	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2L1		0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0
AGXT2L2		0	0	0	2	0	0	0	5	21	12	3	0	9	3	6	23	25	6	4	5	4	12	11	9	14	14	33	2	0	4
AHCTF1		7	13	11	4	24	16	6	0	22	0	0	9	0	3	6	46	0	0	3	0	0	7	47	49	99	32	139	42	22	2
AHCY		115	214	591	86	330	330	126	246	251	194	65	37	462	139	52	202	587	126	146	106	95	220	353	300	181	171	160	57	147	78
AHCYL1		40	27	66	74	102	52	20	309	161	262	20	6	29	37	27	108	113	18	82	58	31	60	114	130	42	37	47	21	37	50
AHCYL2		35	24	57	54	78	34	18	270	152	204	20	4	29	26	22	80	98	21	89	64	20	47	93	111	29	33	53	21	36	59
AHDC1		9	6	0	3	11	8	0	0	0	2	0	0	0	0	0	3	0	3	6	3	3	3	3	0	0	0	0	0	0	0
AHI1		0	0	0	0	0	0	3	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AHNAK		75	2706	1055	1797	2256	1473	991	678	296	2476	8341	862	1189	1581	2741	3862	831	1816	3217	5194	2276	2977	3472	4646	2626	2652	6142	2390	4151	10
AHNAK2		14	4	0	2	0	0	0	180	216	593	15	0	7	16	34	39	4	95	295	82	165	160	26	13	3	8	15	19	19	0
AHR		0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0
AHRR		0	6	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AHSA1		49	39	40	17	74	85	16	81	29	61	12	9	10	49	14	40	13	14	33	8	30	32	115	108	58	56	37	17	30	26
AHSG		36	154	94	119	52	46	48	4	10	28	133	40	38	49	81	28	86	105	68	56	44	80	57	68	0	0	49	35	642	22
AHSP		6	16	185	0	10	8	34	0	0	2	5	3	14	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0
AIDA		35	25	7	6	42	51	11	17	17	13	13	0	5	11	9	38	14	7	35	3	21	20	38	45	28	13	23	6	6	9
AIF1		5	3	18	24	5	9	17	5	3	21	13	0	5	3	4	20	7	0	25	5	18	8	8	10	27	15	12	22	104	0
AIF1L		5	11	0	2	7	6	3	9	5	19	0	3	0	7	0	6	29	0	3	0	5	3	3	8	0	0	0	0	0	0
AIFM1		46	193	209	119	190	122	56	189	254	85	76	361	333	307	88	198	927	32	158	111	86	76	191	253	110	87	136	88	91	89
AIFM2		0	0	10	2	5	8	0	0	5	0	0	0	0	28	0	9	0	0	3	0	8	5	8	0	0	0	0	0	0	0
AIFM3		0	0	0	0	0	0	0	18	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIG1		5	9	19	19	8	9	3	5	12	5	7	5	15	34	5	15	13	0	9	3	6	10	21	16	0	3	5	0	0	11
AIM1		0	0	3	7	0	0	35	0	0	0	0	0	0	0	14	7	0	27	5	3	15	33	0	5	18	44	51	21	30	2
AIM1L		5	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	4	11	0	0	2	0	0	0	0	0	0	0	0	0
AIM2		0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
AIMP1		54	82	69	48	107	110	49	46	77	39	28	15	28	75	18	90	79	14	54	19	29	47	79	109	57	63	82	39	24	19
AIMP2		33	54	49	31	48	60	49	26	32	12	38	14	36	77	18	50	57	44	30	5	14	29	55	70	24	49	27	21	72	15
